,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Bouken-Ou Beet: Vandel vs. Busters,Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Arashi no Yoru ni,Not found on hl2b,0.0,0.0,0.0,0,0,0
2,Pluk van de Petteflet,Not found on hl2b,0.0,0.0,0.0,0,0,0
3,Panic in the Mushroom Kingdom,Not found on hl2b,0.0,0.0,0.0,0,0,0
4,Super Mario World: VIP and Wall Mix,Not found on hl2b,0.0,0.0,0.0,0,0,0
5,Pac-Man World 3,Pac-Man World 3,8.36,8.43,14.0,62,18,10
6,Super Mario Bros. 3: The Lost Levels,Not found on hl2b,0.0,0.0,0.0,0,0,0
7,Jikkyou Pawafuru Puroyakyu 12: Kettei-ban,Not found on hl2b,0.0,0.0,0.0,0,0,0
8,Hitting Mices,Not found on hl2b,0.0,0.0,0.0,0,0,0
9,James Pond: Codename Robocod,Not found on hl2b,0.0,0.0,0.0,0,0,0
10,Rayman 10th Anniversary,Rayman 3: Hoodlum Havoc,8.37,10.24,14.89,76,185,118
11,Feng Yin Dao,Not found on hl2b,0.0,0.0,0.0,0,0,0
12,Oekaki Puzzle Battle Vol. 1: Yuusha-Oh GaoGaiGar Version,Not found on hl2b,0.0,0.0,0.0,0,0,0
13,Onegai My Melody: Yume no Kuni no Daibouken,Not found on hl2b,0.0,0.0,0.0,0,0,0
14,Shanghai DS,Not found on hl2b,0.0,0.0,0.0,0,0,0
15,Kouchuu Ouja Mushi King: Greatest Champion he no Michi DS,Not found on hl2b,0.0,0.0,0.0,0,0,0
16,Wizardry Asterisk: Hiiro no Fuuin,Not found on hl2b,0.0,0.0,0.0,0,0,0
17,Dragon Booster,Not found on hl2b,0.0,0.0,0.0,0,0,0
18,Monster Trucks DS,Not found on hl2b,0.0,0.0,0.0,0,0,0
19,Disney's Kim Possible: Kimmunicator,Kim Possible: Kimmunicator,2.45,2.69,3.0,50,5,9
20,SBK: Snowboard Kids,SBK: Snowboard Kids,3.0,0.0,6.11,70,4,4
21,Crazy Chicken Remake,Crazy Chicken Remake,0.0,0.2,1.0,60,1,2
22,Real Time Conflict: Shogun Empires,Not found on hl2b,0.0,0.0,0.0,0,0,0
23,Greg Hastings' Tournament Paintball MAX'D,Not found on hl2b,0.0,0.0,0.0,0,0,0
24,Brain Age 2: More Training in Minutes a Day!,Brain Age 2: More Training in Minutes a Day!,4.63,13.84,31.87,70,22,18
25,Dragon Quest II: Luminaries of the Legendary Line,Dragon Quest II: Luminaries of the Legendary Line,16.12,17.66,18.78,67,284,311
26,Harvest Moon DS Cute,Harvest Moon DS Cute,20.36,44.66,60.0,77,6,12
27,Monopoly / Boggle / Yahtzee / Battleship,Not found on hl2b,0.0,0.0,0.0,0,0,0
28,Konjiki no Gash Bell!! Go! Go! Mamono Fight!!,Konjiki no Gash Bell!! Go! Go! Mamono Fight!!,0.0,0.0,0.0,0,0,0
29,Battles of Prince of Persia,Battles of Prince of Persia,8.26,0.0,0.0,63,6,3
30,Bleach GC: Tasogare ni Mamieru Shinigami,Bleach GC: Tasogare ni Mamieru Shinigami,0.93,0.0,0.0,0,0,1
31,Sega Casino,Sega Casino,0.0,0.0,0.0,0,0,0
32,Karaoke Revolution Party,Karaoke Revolution Party,0.0,0.0,0.0,80,1,0
33,Momotaro Dentetsu 11: Black Bombee Shutsugen! no Maki,Momotarou Dentetsu 11,0.0,0.0,0.0,0,0,0
34,The Legend of the Quiz Tournament of Champions,The Legend of the Quiz Tournament of Champions,0.0,0.0,0.0,0,0,0
