,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Muzzle Flash,Muzzle Flash,0.0,0.0,0.0,0,0,0
1,High Heat Major League Baseball 2004,High Heat: Major League Baseball 2004,0.0,0.0,0.0,30,1,0
2,Apex,APEX,0.0,12.92,0.0,73,3,1
3,Muv-Luv,Muv-Luv,20.6,32.68,45.16,73,77,101
4,Rayman 3: Hoodlum Havoc,Rayman 3: Hoodlum Havoc,8.37,10.24,14.89,76,185,118
5,Kung Fu Chaos,Kung Fu Chaos,6.42,0.0,9.75,80,4,5
6,Indiana Jones and the Emperor's Tomb,Indiana Jones and the Emperor's Tomb,11.76,11.9,18.67,74,37,37
7,Dynasty Warriors 4,Dynasty Warriors 4,9.35,35.07,124.17,79,53,24
8,Unreal II: The Awakening,Unreal II: The Awakening,8.48,10.02,11.88,66,72,79
9,Vexx,Vexx,13.23,0.0,14.57,69,14,9
10,ATV Quad Power Racing 2,ATV Quad Power Racing 2,7.0,33.23,0.0,71,7,3
11,Bookworm,Bookworm,4.49,0.0,20.0,69,8,6
12,All-Star Baseball 2004,All-Star Baseball 2004 featuring Derek Jeter,0.0,0.0,0.0,0,0,0
