,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,"Maru Goukaku: Shikaku Dasshu! IT Passport Shiken, Kihon Jouhou Gijutsusha Shiken, Ouyou Jouhou Gijutsusha Shiken",Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Seduced in the Sleepless City,Seduced in the Sleepless City,0.0,0.0,0.0,0,0,0
2,ZooKeeper DX,Zoo Keeper,5.33,0.0,11.75,61,12,7
3,Quick Fill Q,Not found on hl2b,0.0,0.0,0.0,0,0,0
4,Anne's Doll Studio: Gothic Collection,Not found on hl2b,0.0,0.0,0.0,0,0,0
5,40-in-1 Explosive Megamix,Not found on hl2b,0.0,0.0,0.0,0,0,0
6,3 Heroes: Crystal Soul,Not found on hl2b,0.0,0.0,0.0,0,0,0
7,Mega Man X3: Zero Project,Not found on hl2b,0.0,0.0,0.0,0,0,0
8,Pocket League Story,Pocket League Story,0.0,0.0,15.75,60,5,2
9,Samurai Sword Destiny,Samurai Sword Destiny,0.0,3.58,0.0,50,1,2
10,101 Pinball World,Not found on hl2b,0.0,0.0,0.0,0,0,0
11,Gaia's Moon,Gaia's Moon,0.0,0.0,0.0,0,0,0
12,Winter Sports 2012: Feel the Spirit,Winter Sports 2012: Feel the Spirit,0.0,0.0,0.0,50,1,0
13,Zooming Secretary,Zooming Secretary,0.0,0.0,0.0,0,0,0
14,Spirit Camera: The Cursed Memoir,Spirit Camera: The Cursed Memoir,2.76,5.42,10.65,62,18,30
15,Beyond the Labyrinth,Beyond the Labyrinth,32.25,41.26,45.25,80,1,7
16,Rhythm Thief & the Emperor's Treasure,Rhythm Thief & the Emperor's Treasure,7.62,10.38,13.75,73,102,123
17,Lola's Alphabet Train,Not found on hl2b,0.0,0.0,0.0,0,0,0
18,Resident Evil: Revelations,Resident Evil: Revelations,8.4,12.81,34.88,73,976,1297
19,Crush3D,Not found on hl2b,0.0,0.0,0.0,0,0,0
20,Zombie Incident,Zombie Incident,2.2,0.0,3.98,60,3,5
21,Storm in a Teacup,Storm in a Teacup,1.32,2.06,3.94,56,5,15
22,Mutant Mudds,Mutant Mudds,4.94,6.4,9.02,73,40,67
23,3D Classics: Kid Icarus,Kid Icarus,3.82,4.36,4.58,65,187,150
24,Frederic: Resurrection of Music,Frederic: Resurrection of Music,1.62,2.51,5.74,62,34,51
