,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,NBA 2K6,NBA 2K6,1.0,0.0,1.11,54,14,9
1,NBA Live 06,NBA Live 06,26.0,80.0,0.0,61,16,6
2,Breeders' Cup World Thoroughbred Championships,Breeders' Cup World Thoroughbred Championships,0.0,0.0,0.0,40,2,0
3,Conspiracy: Weapons of Mass Destruction,Conspiracy: Weapons of Mass Destruction,0.0,0.0,1.0,25,2,1
4,GripShift,GripShift,0.0,0.0,0.0,52,5,0
5,Tecmo Classic Arcade,Tecmo Classic Arcade,0.0,0.0,0.0,0,0,0
6,Heroes of the Pacific,Heroes of the Pacific,9.0,9.38,12.41,64,8,5
7,Ninja Gaiden Black,Ninja Gaiden Black,16.48,26.22,49.29,88,67,47
8,Kingdom Under Fire: Heroes,Kingdom Under Fire: Heroes,20.0,21.0,0.0,66,5,2
9,Fable: The Lost Chapters,Fable: The Lost Chapters,15.06,20.3,38.32,81,290,279
10,Far Cry Instincts,Far Cry Instincts,11.84,16.1,21.88,65,25,19
11,Indigo Prophecy,Indigo Prophecy / Fahrenheit,8.11,9.12,9.76,71,538,589
12,Conflict: Global Terror,Conflict: Global Storm,11.46,0.0,33.83,68,5,5
13,Burnout Revenge,Burnout Revenge,16.77,19.8,33.33,82,124,83
14,Ultimate Spider-Man,Ultimate Spider-Man,5.13,8.73,12.15,72,212,145
15,NHL 06,NHL 06,35.0,0.0,0.0,69,7,1
16,Evil Dead: Regeneration,Evil Dead: Regeneration,6.09,6.51,7.07,71,26,31
17,FIFA Soccer 06,FIFA 06,24.12,41.4,65.94,68,32,13
18,Tom Clancy's Rainbow Six: Lockdown,Tom Clancy's Rainbow Six: Lockdown,7.99,8.23,16.11,53,26,23
19,X-Men Legends II: Rise of Apocalypse,X-Men Legends II: Rise of Apocalypse,21.68,22.34,24.34,78,63,38
20,Cabela's Outdoor Adventures,Cabela's Outdoor Adventures,4.0,7.0,0.0,53,4,2
21,Sniper Elite,Sniper Elite,12.69,14.98,18.96,63,80,100
22,Total Overdose,Total Overdose,5.37,8.5,13.54,73,88,62
23,The Suffering: Ties That Bind,The Suffering: Ties That Bind,7.14,10.05,11.63,68,38,54
24,Midway Arcade Treasures 3,Midway Arcade Treasures 3,4.98,0.0,0.0,75,2,2
25,Mortal Kombat: Shaolin Monks,Mortal Kombat: Shaolin Monks,6.57,9.51,14.36,78,137,76
26,NHL 2K6,NHL 2K6,1.0,0.0,3.5,77,3,3
27,Marvel Nemesis: Rise of the Imperfects,Marvel Nemesis: Rise of the Imperfects,4.44,6.0,6.38,63,31,18
28,World Racing 2,World Racing 2,15.9,26.92,27.25,70,4,4
29,Tak: The Great Juju Challenge,Tak: The Great Juju Challenge,3.71,0.0,0.0,57,6,8
30,Tiger Woods PGA Tour 06,Tiger Woods PGA Tour 06,0.0,0.0,0.0,78,4,0
31,Animaniacs: The Great Edgar Hunt,Animaniacs: The Great Edgar Hunt,8.17,8.71,10.83,62,12,7
32,"Ed, Edd n Eddy: The Mis-Edventures","Ed, Edd n Eddy: The Mis-Edventures",3.12,4.67,5.55,57,24,23
33,Cold War,Cold War,7.52,11.42,0.0,50,6,9
34,Scooby-Doo! Unmasked,Scooby-Doo! Unmasked,5.58,6.68,8.39,62,29,24
35,Frogger: Ancient Shadow,Frogger: Ancient Shadow,8.0,20.0,0.0,55,4,2
