,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,BioShock 2: The Protector Trials,Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Crackdown 2: Premium Toy Box Pack,Not found on hl2b,0.0,0.0,0.0,0,0,0
2,Red Dead Redemption: Legends and Killers,Not found on hl2b,0.0,0.0,0.0,0,0,0
3,BioShock 2: Minerva's Den,BioShock 2: Minerva's Den,3.78,4.58,5.25,81,397,459
4,Mafia II,Mafia II,12.1,15.92,31.62,80,1459,1857
5,Madden NFL 11,Madden NFL 11,19.41,0.0,20.0,70,23,6
6,Monday Night Combat,Monday Night Combat,3.4,16.74,16.15,67,21,12
7,Scott Pilgrim vs. the World: The Game,Scott Pilgrim vs. the World: The Game,4.29,7.4,13.04,78,125,92
8,Akai Katana,Akai Katana,0.68,1.57,7.76,80,27,26
9,Lara Croft and the Guardian of Light,Lara Croft and the Guardian of Light,6.25,8.2,16.66,74,344,463
10,Shank,Shank,3.09,4.41,10.17,69,312,531
11,Castlevania: Harmony of Despair,Castlevania: Harmony of Despair,9.15,16.61,30.55,70,43,24
12,Kane & Lynch 2: Dog Days,Kane & Lynch 2: Dog Days,4.09,5.33,10.0,57,376,430
13,League of Evil,League of Evil,0.99,4.17,6.88,60,4,7
14,Dead Rising 2: Case Zero,Dead Rising 2: Case Zero,2.53,3.3,4.96,69,92,87
15,Dragon Age: Origins - The Golems of Amgarrak,Dragon Age: Origins - The Golems of Amgarrak DLC,1.2,1.6,1.99,65,86,118
16,Mafia II: The Betrayal of Jimmy,Not found on hl2b,0.0,0.0,0.0,0,0,0
