,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Action Puzzle: Prism Land,Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Dangan,Danganronpa Trilogy,0.0,100.0,0.0,91,4,1
2,GunDress,Not found on hl2b,0.0,0.0,0.0,0,0,0
3,Simple 1500 Series Vol. 27 - The Snowboard,Not found on hl2b,0.0,0.0,0.0,0,0,0
4,Army Men: World War,Army Men: World War,0.0,0.0,0.0,70,4,0
5,Utauta-Uh: Seirei Songs,Not found on hl2b,0.0,0.0,0.0,0,0,0
6,Simple 1500 Series Vol. 26: The Tennis,Not found on hl2b,0.0,0.0,0.0,0,0,0
7,GuitarFreaks 2ndMix Append,Not found on hl2b,0.0,0.0,0.0,0,0,0
8,Black/Matrix +,Not found on hl2b,0.0,0.0,0.0,0,0,0
9,Beatmania IIDX 3rd style,Beatmania IIDX 3rd Style,0.0,0.0,0.0,0,0,0
10,Gale Gunner,Not found on hl2b,0.0,0.0,0.0,0,0,0
11,Addie no Okurimono: To Moze from Addie,Not found on hl2b,0.0,0.0,0.0,0,0,0
12,Jet de GO! Let's Go By Airliner,Not found on hl2b,0.0,0.0,0.0,0,0,0
13,G1 Jockey 2000,Not found on hl2b,0.0,0.0,0.0,0,0,0
14,NASCAR Rumble,NASCAR Rumble,5.45,8.07,26.0,84,13,6
15,Space Debris,Space Debris,0.0,0.0,0.0,0,0,0
16,Dirt Jockey: Heavy Equipment Operator,Dirt Jockey: Heavy Equipment Operator,0.0,0.0,0.0,0,0,0
17,K-1 Grand Prix,Not found on hl2b,0.0,0.0,0.0,0,0,0
18,MLB 2001,MLB 2001,0.0,0.0,0.0,60,1,0
19,Snowboarding,Snowboarding,4.0,0.0,0.0,60,1,1
20,Romance of the Three Kingdoms VII,Romance of the Three Kingdoms VII,7.93,24.5,0.0,78,4,3
21,Phantom of Inferno,Phantom of Inferno,20.0,0.0,0.0,80,1,1
22,Polaris SnoCross,Polaris Snocross,8.0,0.0,0.0,65,2,1
23,Marvel vs. Capcom 2: New Age of Heroes,Marvel vs. Capcom 2,1.4,19.99,56.29,84,136,67
24,Vagrant Story,Vagrant Story,23.92,32.42,72.13,79,161,130
25,Might and Magic VIII: Day of the Destroyer,Might and Magic VIII: Day of the Destroyer,31.21,43.23,54.89,81,20,21
26,The Sims,The Sims,24.54,43.67,61.12,76,181,52
27,Fear Effect,Fear Effect,6.98,7.11,8.49,67,53,41
28,Soldier of Fortune,Soldier of Fortune,7.04,8.22,8.38,73,109,98
