,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Rockman No Constancy: Hard Mode,Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Super Mario Bros. R,Super Mario Bros. Wonder,9.13,12.53,18.15,89,464,739
2,Shell's Retriever,Not found on hl2b,0.0,0.0,0.0,0,0,0
3,Krack The Hack,Not found on hl2b,0.0,0.0,0.0,0,0,0
4,Virtual Pro-Wrestling 2: Freem Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
5,Star Revenge 3.9: Dreamish Block Beats,Not found on hl2b,0.0,0.0,0.0,0,0,0
6,Retro Mystery Club Vol.1: The Ise-Shima Case,Not found on hl2b,0.0,0.0,0.0,0,0,0
7,Luigi's Other Mansion,Not found on hl2b,0.0,0.0,0.0,0,0,0
8,SM64: The Green Comet,Not found on hl2b,0.0,0.0,0.0,0,0,0
9,Fly Me To The Stars,Not found on hl2b,0.0,0.0,0.0,0,0,0
10,Super Vanilla World,Not found on hl2b,0.0,0.0,0.0,0,0,0
11,LEGO DC Super-Villains: Aquaman Bundle Pack,Not found on hl2b,0.0,0.0,0.0,0,0,0
12,Sphinx and the Cursed Mummy,Sphinx and the Cursed Mummy,12.19,16.29,18.24,71,33,65
13,Swords & Soldiers,Swords & Soldiers II: Shawarmageddon,6.33,8.5,0.0,67,7,10
14,LEGO DC Super-Villains: Aquaman Pack 2,Not found on hl2b,0.0,0.0,0.0,0,0,0
15,LEGO DC Super-Villains: Aquaman Movie Level Pack 1,Not found on hl2b,0.0,0.0,0.0,0,0,0
16,Felix the Cat DS,Not found on hl2b,0.0,0.0,0.0,0,0,0
17,Wolfling,Not found on hl2b,0.0,0.0,0.0,0,0,0
18,Dragon Fang Z: The Rose & Dungeon of Time - Extra Dungeon: The Inferno Hollow,Not found on hl2b,0.0,0.0,0.0,0,0,0
19,Dragon Ball FighterZ: Videl,Not found on hl2b,0.0,0.0,0.0,0,0,0
20,Dragon Ball FighterZ: Jiren,Not found on hl2b,0.0,0.0,0.0,0,0,0
21,Dragon Ball FighterZ: FighterZ Pass 2,Not found on hl2b,0.0,0.0,0.0,0,0,0
22,Dragon Marked for Death: Advanced Attackers,Not found on hl2b,0.0,0.0,0.0,0,0,0
23,A Ch'ti Bundle,Not found on hl2b,0.0,0.0,0.0,0,0,0
24,Dragon Marked for Death: Frontline Fighters,Dragon Marked for Death: Frontline Fighters,16.5,35.0,45.0,78,4,4
25,Proto Dere .Nes,Not found on hl2b,0.0,0.0,0.0,0,0,0
26,"Sakura, Moyu.: As the Night's, Reincarnation",Not found on hl2b,0.0,0.0,0.0,0,0,0
27,I am Ball,Dream Pinball 3D,0.7,0.87,1.07,40,1,3
28,Hyperide,Hyperide,0.0,0.0,0.0,0,0,0
29,Chicken of the Farm,Not found on hl2b,0.0,0.0,0.0,0,0,0
30,Ancient Stories: Gods of Egypt,Ancient Stories: Gods of Egypt,0.0,0.0,10.0,0,0,1
31,Mutant Football League: LA Power Pack,Not found on hl2b,0.0,0.0,0.0,0,0,0
32,Guns of Mercy: Rangers Edition,Guns of Mercy,0.0,0.0,0.0,0,0,0
33,Freecell Battle King,Not found on hl2b,0.0,0.0,0.0,0,0,0
34,Toridama: Brave Challenge,Toridama: Brave Challenge,0.0,0.0,0.0,0,0,0
35,Azure Snake,Not found on hl2b,0.0,0.0,0.0,0,0,0
36,Monkey Wall,Not found on hl2b,0.0,0.0,0.0,0,0,0
37,Phasmophobia: Hall of Specters 3D,Not found on hl2b,0.0,0.0,0.0,0,0,0
38,Perry Pig Jump,Not found on hl2b,0.0,0.0,0.0,0,0,0
39,Gabbuchi,Gabbuchi,3.72,0.0,6.65,58,8,8
40,Moero Chronicle Hyper,Moero Chronicle Hyper,25.28,29.44,0.0,65,6,11
41,Piczle Colors,Piczle Colors,0.0,16.08,18.33,75,4,4
42,Fishing Universe Simulator,Fishing Universe Simulator,0.0,0.0,0.0,0,0,0
43,Apocalipsis: Wormwood Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
44,Animated Jigsaws: Wild Animals,Not found on hl2b,0.0,0.0,0.0,0,0,0
45,Johnny Turbo's Arcade: Fighter's History,Not found on hl2b,0.0,0.0,0.0,0,0,0
46,Left-Right: The Mansion,Not found on hl2b,0.0,0.0,0.0,0,0,0
47,Knock 'Em Down! Bowling,Not found on hl2b,0.0,0.0,0.0,0,0,0
48,Bash the Bear,Not found on hl2b,0.0,0.0,0.0,0,0,0
49,Build a Bridge!,Build a Bridge!,0.0,0.0,0.0,0,0,0
50,Bubble Shooter DX,Not found on hl2b,0.0,0.0,0.0,0,0,0
51,Cinderella: An Interactive Fairytale,Not found on hl2b,0.0,0.0,0.0,0,0,0
52,Doodle God: Evolution,Doodle God: Evolution,2.0,4.27,5.0,62,5,6
53,Fragment of Marine,Not found on hl2b,0.0,0.0,0.0,0,0,0
54,GetAmped Mobile,GetAmped Mobile,0.0,0.0,0.0,10,1,0
55,Inops,Inops,1.88,3.0,4.23,80,1,4
56,ACA Neo Geo: Ninja Master's,Not found on hl2b,0.0,0.0,0.0,0,0,0
57,Dragon's Wrath,Not found on hl2b,0.0,0.0,0.0,0,0,0
58,My Exotic Farm 2018,Not found on hl2b,0.0,0.0,0.0,0,0,0
59,Unicornicopia,Not found on hl2b,0.0,0.0,0.0,0,0,0
60,Number Place 10000,Not found on hl2b,0.0,0.0,0.0,0,0,0
61,Old School Racer 2,Not found on hl2b,0.0,0.0,0.0,0,0,0
62,Pic-a-Pix Pieces,Pic-a-Pix Pieces,0.0,0.0,190.0,50,1,1
63,Snowboarding: The Next Phase,Not found on hl2b,0.0,0.0,0.0,0,0,0
64,Samsara: Deluxe Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
65,Solitaire Klondike Black,Not found on hl2b,0.0,0.0,0.0,0,0,0
66,Flowlines Vs.,Not found on hl2b,0.0,0.0,0.0,0,0,0
67,Necrosphere Deluxe,Not found on hl2b,0.0,0.0,0.0,0,0,0
68,Fishing Star: World Tour,Fishing Star: World Tour,0.0,20.0,25.52,68,5,4
69,ACA Neo Geo: Kizuna Encounter,Not found on hl2b,0.0,0.0,0.0,0,0,0
70,Sonar Beat,Sonar Beat,1.75,2.5,3.82,0,0,7
71,Lost Artifacts: Golden Island,Lost Artifacts: Golden Island,0.0,0.0,0.0,0,0,0
72,ACA Neo Geo: Ragnagard,Not found on hl2b,0.0,0.0,0.0,0,0,0
73,Mentori Puzzle,Not found on hl2b,0.0,0.0,0.0,0,0,0
74,Forever Forest,Not found on hl2b,0.0,0.0,0.0,0,0,0
75,The Walking Dead: The Final Season - Episode 3: Broken Toys,The Walking Dead: The Final Season - Episode 3: Broken Toys,2.4,2.49,2.77,80,31,55
76,Bedtime Blues,Bedtime Blues,0.0,0.0,0.0,0,0,0
77,When Ski Lifts Go Wrong,When Ski Lifts Go Wrong,6.67,16.25,27.6,64,10,8
78,Elli,Elli,5.41,6.36,11.39,71,10,11
79,Akihabara Crash! 123 Stage + 1,Not found on hl2b,0.0,0.0,0.0,0,0,0
80,JackQuest: The Tale of the Sword,JackQuest: The Tale of The Sword,2.0,0.0,3.5,33,4,3
81,Neko Navy: Daydream Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
82,Grab Lab,Grab Lab,0.0,0.0,3.9,65,2,2
83,Operation Cobra,Not found on hl2b,0.0,0.0,0.0,0,0,0
84,Bombfest,Bombfest,0.0,0.0,3.4,0,0,1
85,Balance Blox,Not found on hl2b,0.0,0.0,0.0,0,0,0
86,Ise Shima Mystery Guide: The False Black Pearl,Not found on hl2b,0.0,0.0,0.0,0,0,0
87,Sword Art Online: Fatal Bullet - Complete Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
88,Slay the Spire,Slay the Spire,12.0,45.49,193.9,84,885,867
89,My Time at Portia,My Time At Portia,69.0,108.01,136.73,72,126,175
90,Onimusha: Warlords,Onimusha: Warlords,4.64,5.61,10.84,77,328,444
91,Fight of Gods,Fight of Gods,1.32,0.0,0.0,48,4,4
92,Feudal Alloy,Feudal Alloy,7.25,10.88,13.26,62,21,36
93,Dragon: Marked for Death,Not found on hl2b,0.0,0.0,0.0,0,0,0
94,Subnautica: Below Zero,Subnautica: Below Zero,20.28,26.22,31.49,77,332,644
95,while True: learn(),while True: learn(),7.2,8.83,14.43,65,59,78
96,Wargroove,Wargroove,19.41,38.45,76.14,75,158,147
97,PC Building Simulator,PC Building Simulator,23.16,48.47,86.57,66,112,48
98,Tales of Vesperia: Definitive Edition,Tales of Vesperia: Definitive Edition,45.48,69.65,137.96,79,461,668
99,New Super Mario Bros. U Deluxe,New Super Mario Bros. U Deluxe,9.0,16.66,29.01,72,444,457
100,Neoverse,NEOVERSE,4.12,14.94,53.71,68,37,36
101,Lovecraft's Untold Stories,Lovecraft's Untold Stories,4.68,21.51,0.0,60,6,7
102,NekoMiko,NekoMiko,3.73,0.0,4.92,59,7,9
103,Bleep Bloop,Bleep Bloop,0.0,0.0,1.17,45,2,1
104,Vision Soft Reset,Vision Soft Reset,5.32,7.36,20.23,77,3,7
105,Sun Wukong VS Robot,Sun Wukong VS Robot,0.0,1.64,1.88,45,2,4
106,Big Dipper,Big Dipper,1.59,0.0,1.67,62,8,14
107,Ravva and the Cyclops Curse,Ravva and the Cyclops Curse,0.52,0.0,0.99,80,1,3
108,Worbital,Worbital,4.5,0.0,0.0,80,1,1
109,Nelke & the Legendary Alchemists: Ateliers of a New World,Nelke & The Legendary Alchemists: Ateliers of the New World,29.72,39.23,57.66,79,8,16
110,She and the Light Bearer,She and the Light Bearer,2.26,2.45,2.52,81,13,27
111,Double Cross,Double Cross,6.0,7.19,9.9,60,10,16
112,Robotics;Notes DaSH,Robotics;Notes DaSH,17.03,18.88,26.51,64,17,35
113,Strange Telephone,Strange Telephone,2.23,2.5,3.86,58,3,9
114,Aftercharge,Aftercharge,0.0,0.0,0.0,20,2,0
115,FutureGrind,FutureGrind,3.58,4.39,5.28,76,11,16
116,The Hong Kong Massacre,The Hong Kong Massacre,3.97,4.29,10.42,58,43,39
117,Pikuniku,Pikuniku,3.11,3.76,5.85,72,423,622
118,Unruly Heroes,Unruly Heroes,8.84,11.93,15.8,67,39,46
119,The Eternal Castle: Remastered,Not found on hl2b,0.0,0.0,0.0,0,0,0
120,The Stillness of the Wind,The Stillness of the Wind,3.21,3.68,4.12,59,45,72
121,Pantsu Hunter: Back to the 90s,Pantsu Hunter: Back to the 90s,3.24,3.83,5.18,51,14,15
122,Sakura MMO 2,Sakura MMO 2,2.37,2.69,3.5,54,5,19
123,At Sundown: Shots in the Dark,AT SUNDOWN: Shots in the Dark,0.0,0.0,0.0,70,1,0
124,Travis Strikes Again: No More Heroes,Travis Strikes Again: No More Heroes,9.35,11.73,17.18,68,101,142
125,Lightseekers,Lightseekers,5.0,0.0,0.0,70,1,1
126,Skyland: Heart of the Mountain,Skyland: Heart of the Mountain,2.52,2.65,2.74,59,9,21
127,Quest for the Golden Duck,Quest for the Golden Duck,0.0,0.0,0.0,20,1,0
128,Rift Keeper,Rift Keeper,0.0,0.0,0.0,0,0,0
