,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Yakuza Kiwami 2: Clan Creator Bundle,Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Prison Architect: Escape Mode,Not found on hl2b,0.0,0.0,0.0,0,0,0
2,Dragon Ball: Xenoverse 2 - Extra DLC Pack 3,Not found on hl2b,0.0,0.0,0.0,0,0,0
3,Naruto to Boruto: Shinobi Striker - Deluxe Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
4,Conan Exiles: Jewel of the West Pack,Not found on hl2b,0.0,0.0,0.0,0,0,0
5,For Honor: Season 7 - Storm and Fury,Not found on hl2b,0.0,0.0,0.0,0,0,0
6,TheHunter: Call of the Wild - Vurhonga Savanna,Not found on hl2b,0.0,0.0,0.0,0,0,0
7,Death's Gambit: Afterlife,Death's Gambit: Afterlife,14.89,19.96,33.3,75,34,52
8,Overcooked! 2: Too Many Cooks Pack,Not found on hl2b,0.0,0.0,0.0,0,0,0
9,Dragon Ball FighterZ: Vegeta,Not found on hl2b,0.0,0.0,0.0,0,0,0
10,Dragon Ball FighterZ: Goku,Not found on hl2b,0.0,0.0,0.0,0,0,0
11,Railway Empire: The Great Lakes,Not found on hl2b,0.0,0.0,0.0,0,0,0
12,Overcooked! 2: Carnival of Chaos,Not found on hl2b,0.0,0.0,0.0,0,0,0
13,Brawlout: Deluxe Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
14,Card Game Bundle Vol.1,Not found on hl2b,0.0,0.0,0.0,0,0,0
15,Strange Brigade: Deluxe Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
16,Pro Evolution Soccer 2019: Legend Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
17,ACA Neo Geo: Crossed Swords,Not found on hl2b,0.0,0.0,0.0,0,0,0
18,Pro Evolution Soccer 2019: David Beckham Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
19,ACA Neo Geo: Prehistoric Isle 2,Not found on hl2b,0.0,0.0,0.0,0,0,0
20,ACA Neo Geo: Football frenzy,Not found on hl2b,0.0,0.0,0.0,0,0,0
21,Warhammer: Vermintide 2 - Shadows over Bögenhafen,Warhammer: Vermintide 2 - Shadows over Bögenhafen,1.0,0.0,0.0,70,1,1
22,Sword Art Online: Fatal Bullet - Collapse of Balance,Not found on hl2b,0.0,0.0,0.0,0,0,0
23,NBA 2K19: The Prelude,NBA 2K19: The Prelude,2.27,0.0,2.58,72,5,8
24,Call of Duty: WWII - Shadow War,Not found on hl2b,0.0,0.0,0.0,0,0,0
25,Globetrotter Bundle,Not found on hl2b,0.0,0.0,0.0,0,0,0
26,The Walking Dead: The Final Season - Episode 1: Done Running,The Walking Dead: The Final Season - Episode 1: Done Running,2.5,2.66,2.96,82,35,62
27,The Elder Scrolls Online: Wolfhunter,Not found on hl2b,0.0,0.0,0.0,0,0,0
28,Wonder Blade,Wonder Blade,4.0,0.0,0.0,80,1,1
29,ACA Neo Geo: Metal Slug 4,Not found on hl2b,0.0,0.0,0.0,0,0,0
30,Robbotto,Not found on hl2b,0.0,0.0,0.0,0,0,0
31,Rocket League: Ultimate Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
32,Repentant,Repentant,1.31,0.0,1.55,80,2,6
33,Fall of Light: Darkest Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
34,Fernz Gate,Fernz Gate,16.12,16.7,0.0,50,2,5
35,UnExplored: Unlocked Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
36,We Happy Few: Deluxe Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
37,Zazmo Arcade Pack,Zazmo Arcade Pack,0.0,0.0,0.0,0,0,0
38,Ultimate Fishing Simulator,Ultimate Fishing Simulator,0.0,0.0,22.3,40,2,1
39,Raiders of the Broken Planet: Council Apocalypse,Not found on hl2b,0.0,0.0,0.0,0,0,0
40,Splash Blast Panic,Splash Blast Panic,0.0,0.0,0.0,0,0,0
41,Drunk-Fu: Wasted Masters,Drunk-Fu: Wasted Masters,0.0,0.0,0.0,0,0,0
42,Divinity: Original Sin II - Definitive Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
43,Hollow Knight: Godmaster,Not found on hl2b,0.0,0.0,0.0,0,0,0
44,The Messenger,The Messenger,11.98,14.3,15.56,84,856,1330
45,Guacamelee! 2,Guacamelee! 2,8.63,11.31,15.37,81,396,704
46,Middle-earth: Shadow of War - Definitive Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
