,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Super Robot Taisen T: Expansion Pack,Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Minecraft: Toy Story Mash-up,Not found on hl2b,0.0,0.0,0.0,0,0,0
2,Generation Zero: Tubular Vanity Pack,Not found on hl2b,0.0,0.0,0.0,0,0,0
3,Slum Ball,Slum Ball VR Tournament,0.0,0.0,0.0,0,0,0
4,Kingdom Come: Deliverance - DLC Collection,Not found on hl2b,0.0,0.0,0.0,0,0,0
5,Moss: The Twilight Garden,Not found on hl2b,0.0,0.0,0.0,0,0,0
6,Real Time Battle Shogi Online,Not found on hl2b,0.0,0.0,0.0,0,0,0
7,The Fire Chief Compilation,Not found on hl2b,0.0,0.0,0.0,0,0,0
8,The Sinking City: Worshippers of the Necronomicon,Not found on hl2b,0.0,0.0,0.0,0,0,0
9,Jurassic World Evolution: Claire's Sanctuary,Jurassic World Evolution: Claire's Sanctuary,6.43,7.45,0.0,72,5,6
10,Dead by Daylight: Survivor Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
11,Kono Subarashii Sekai ni Shukufuku wo! Kibou no Meikyuu to Tsudoishi Boukensha-tachi!,Not found on hl2b,0.0,0.0,0.0,0,0,0
12,Mortal Kombat 11: Shang Tsung,Not found on hl2b,0.0,0.0,0.0,0,0,0
13,Fallout 76: Nuclear Winter,Not found on hl2b,0.0,0.0,0.0,0,0,0
14,Tom Clancy's Rainbow Six Siege: Operation Phantom Sight,Not found on hl2b,0.0,0.0,0.0,0,0,0
15,Destiny 2: Forsaken - Season of Opulence,Not found on hl2b,0.0,0.0,0.0,0,0,0
16,Epic World,RPG World - Epic Mounts,0.0,0.0,0.0,0,0,0
17,F1 2019: Legends Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
18,Zengeon,Zengeon,2.0,2.0,12.0,80,2,4
19,Hitman 2: New York,Not found on hl2b,0.0,0.0,0.0,0,0,0
20,"Injection π 23: No Name, No Number",Not found on hl2b,0.0,0.0,0.0,0,0,0
21,Iseshima Mystery Annai: Itsuwari no Kuro Shinju,Not found on hl2b,0.0,0.0,0.0,0,0,0
