,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Jig-a-Pix: Love Is...,Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Der Gesundheits Coach: Wohlfuhlen jeden Tag,Not found on hl2b,0.0,0.0,0.0,0,0,0
2,Henry's Adventure,Not found on hl2b,0.0,0.0,0.0,0,0,0
3,Higurashi no Naku Koro ni Kizuna: Saikoroshi-hen,Not found on hl2b,0.0,0.0,0.0,0,0,0
4,Higurashi no Naku Koro ni Kizuna: Matsuribayashi-hen,Not found on hl2b,0.0,0.0,0.0,0,0,0
5,Higurashi no Naku Koro ni Kizuna: Miotsukushi-hen,Not found on hl2b,0.0,0.0,0.0,0,0,0
6,3-pun Tenkatouitsu: Nishinippon Sengoku Quiz-hen,Not found on hl2b,0.0,0.0,0.0,0,0,0
7,3-pun Tenkatouitsu: Higashinippon Sengoku Quiz-hen,Not found on hl2b,0.0,0.0,0.0,0,0,0
8,Tennis no Ouji-sama Motto Gakuensai no Ouji-sama: More Sweet Edition,Tennis no Ouji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,0.0,0.0,0.0,0,0,0
9,Sonic & Sega All-Stars Racing,Sonic & Sega All-Stars Racing,4.98,10.45,20.9,71,196,177
10,Shiren the Wanderer 4: The Eye of God and the Devil's Navel,Not found on hl2b,0.0,0.0,0.0,0,0,0
11,Imasugu Tsukaeru Mamechishiki Quiz Zatsugaku Ou DS,Not found on hl2b,0.0,0.0,0.0,0,0,0
12,Cookin' Idol I! My! Main! Game de Hirameki! Kirameki Cooking,Not found on hl2b,0.0,0.0,0.0,0,0,0
13,Quiz Magic Academy DS: Futatsu no Jikuuseki,Not found on hl2b,0.0,0.0,0.0,0,0,0
14,Jewel Master: Cradle of Egypt,Not found on hl2b,0.0,0.0,0.0,0,0,0
15,Prehistorik Man,Prehistorik Man,2.68,2.9,6.0,60,14,10
16,Telegraph Sudoku & Kakuro,Telegraph Sudoku & Kakuro,0.0,0.0,0.0,0,0,0
17,Scrabble Classic,Scrabble,0.0,0.0,10.94,50,2,4
18,Snakenoid,Not found on hl2b,0.0,0.0,0.0,0,0,0
19,Puzzle to Go Wildlife,Not found on hl2b,0.0,0.0,0.0,0,0,0
20,GO Series: Defence Wars,GO Series: Defense Wars,0.0,0.0,0.0,0,0,0
21,Utacchi,Not found on hl2b,0.0,0.0,0.0,0,0,0
22,Flipper,Flipper,0.0,0.0,1.27,70,1,1
23,Playmobil Knights,Not found on hl2b,0.0,0.0,0.0,0,0,0
24,Let's Golf!,Not found on hl2b,0.0,0.0,0.0,0,0,0
25,WiZmans World,WiZmans World,0.0,0.0,0.0,0,0,0
26,Party Designer,Not found on hl2b,0.0,0.0,0.0,0,0,0
27,Datenshi no Amai Yuuwaku x Kaikan Phrase,Not found on hl2b,0.0,0.0,0.0,0,0,0
28,Higurashi no Naku Koro ni Kizuna Volume IV: Kizuna,Not found on hl2b,0.0,0.0,0.0,0,0,0
29,Real Soccer 2010,Real Football 2010,0.0,0.0,0.0,0,0,0
30,Flips: Percy Jackson,Not found on hl2b,0.0,0.0,0.0,0,0,0
31,Extreme Hangman,Extreme Hangman,0.0,0.0,0.0,0,0,0
32,Sudoku 4Pockets,Not found on hl2b,0.0,0.0,0.0,0,0,0
33,Flips: Terror in Cubicle Four,Not found on hl2b,0.0,0.0,0.0,0,0,0
34,Zoo Frenzy,Not found on hl2b,0.0,0.0,0.0,0,0,0
35,A Topsy Turvy Life: Turvy Drops,Not found on hl2b,0.0,0.0,0.0,0,0,0
36,Lupin Sansei: Shijou Saidai no Zunousen,Lupin Sansei: Shijou Saidai no Zunousen,0.0,0.0,0.0,0,0,0
37,A Topsy Turvy Life: The Turvys Strike Back,Not found on hl2b,0.0,0.0,0.0,0,0,0
38,Germany's Next Top Model 2010,Not found on hl2b,0.0,0.0,0.0,0,0,0
39,Oscar in Movieland,Not found on hl2b,0.0,0.0,0.0,0,0,0
40,River City Super Sports Challenge,River City Super Sports Challenge,0.0,0.0,0.0,0,0,0
41,Super Speed Machines,Not found on hl2b,0.0,0.0,0.0,0,0,0
42,Dracula: Undead Awakening,Dracula: Undead Awakening,2.0,0.0,0.0,60,2,1
43,Hello Kitty Birthday Adventures,Hello Kitty: Birthday Adventures,0.0,0.0,4.33,70,1,1
44,Winx Club: Believix in You,Not found on hl2b,0.0,0.0,0.0,0,0,0
45,Battle Kid: Fortress of Peril,Battle Kid: Fortress of Peril,3.0,4.0,11.0,80,2,3
46,Imagine: Reporter,Not found on hl2b,0.0,0.0,0.0,0,0,0
47,Flight Control,Flight Control HD,1.67,3.84,8.77,65,15,35
48,Art of Balance,Art of Balance,5.56,7.41,9.14,78,21,21
49,Lufia: Curse of the Sinistrals,Lufia: Curse of the Sinistrals,16.16,19.59,0.0,66,15,20
50,Mugen no Frontier: Super Robot Taisen OG Saga - Exceed,Not found on hl2b,0.0,0.0,0.0,0,0,0
51,Aura Aura Climber,Aura-Aura Climber,1.02,2.91,8.32,68,13,10
52,SpeedX 3D,SpeedX 3D,1.08,0.0,0.0,55,2,1
53,Farm Frenzy 3,Farm Frenzy 3,0.0,0.0,12.7,65,6,1
54,Puzzle Chronicles,Puzzle Chronicles,0.0,19.0,26.31,53,3,6
55,Faceez,Not found on hl2b,0.0,0.0,0.0,0,0,0
