,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Win-TOEIC Beginners' LC,Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Tiger Woods PGA Tour 06,Tiger Woods PGA Tour 06,0.0,0.0,0.0,78,4,0
2,NBA Live 06,NBA Live 06,26.0,80.0,0.0,61,16,6
3,Wipeout Pure: Delta Pack,Not found on hl2b,0.0,0.0,0.0,0,0,0
4,The Arcade,The Pinball Arcade,1.03,5.11,50.0,70,21,9
5,Hoshi no Furu Toki,Not found on hl2b,0.0,0.0,0.0,0,0,0
6,World Soccer: Winning Eleven 9,Pro Evolution Soccer 5,7.17,68.0,76.23,81,33,8
7,Mizu no Senritsu,Not found on hl2b,0.0,0.0,0.0,0,0,0
8,Wild Water Adrenaline featuring Salomon,Not found on hl2b,0.0,0.0,0.0,0,0,0
9,Simple 2000 Series Vol. 83: The Konchuu Saishuu,Not found on hl2b,0.0,0.0,0.0,0,0,0
10,Gallery Fake,Not found on hl2b,0.0,0.0,0.0,0,0,0
11,Fushigi no Umi no Nadia - Inherit the Blue Water,Not found on hl2b,0.0,0.0,0.0,0,0,0
12,Ghost in the Shell: Stand Alone Complex,Ghost in the Shell: Stand Alone Complex,6.25,14.83,0.0,64,7,14
13,Urban Constructor,Not found on hl2b,0.0,0.0,0.0,0,0,0
14,Mystic Nights,Mystic Nights,11.0,0.0,0.0,50,3,2
15,Fighting For One Piece,Not found on hl2b,0.0,0.0,0.0,0,0,0
16,Dice: DNA Intergrated Cybernetic Enterprises,Not found on hl2b,0.0,0.0,0.0,0,0,0
17,Dance: UK XL Party,Dance: UK XL Party,0.0,0.0,0.0,0,0,0
18,Breeders' Cup World Thoroughbred Championships,Breeders' Cup World Thoroughbred Championships,0.0,0.0,0.0,40,2,0
19,Namco Museum Battle Collection,Namco Museum Battle Collection,7.0,0.0,0.0,80,2,1
20,Rockman Dash: Hagane no Boukenshin,Not found on hl2b,0.0,0.0,0.0,0,0,0
21,Dance Dance Revolution Extreme 2,Dance Dance Revolution Extreme 2,5.5,8.0,0.0,73,9,4
22,Bleach: Erabareshi Tamashi,Bleach: Erabareshi Tamashii,0.0,0.0,0.0,70,1,0
23,Beat Down: Fists of Vengence,Not found on hl2b,0.0,0.0,0.0,0,0,0
24,Shikigami no Shiro: Nanayozuki Gensoukyoku,Not found on hl2b,0.0,0.0,0.0,0,0,0
25,Sprint Car Challenge,Not found on hl2b,0.0,0.0,0.0,0,0,0
26,International Super Karts,International Super Karts,0.0,0.0,0.0,0,0,0
27,Gundam Battle Tactics,Gundam Battle Tactics,3.6,0.0,0.0,60,3,1
28,Densha de GO! Pocket: Yamanotesen-hen,Not found on hl2b,0.0,0.0,0.0,0,0,0
29,Fire Pro Wrestling Returns,Fire Pro Wrestling Returns,0.0,0.0,0.0,84,5,0
30,One Piece: Grand Battle,One Piece: Grand Battle!,4.04,7.0,10.0,65,11,8
31,Gretzky NHL '06,Not found on hl2b,0.0,0.0,0.0,0,0,0
32,S.L.A.I.: Steel Lancer Arena International,S.L.A.I.: Steel Lancer Arena International,32.67,0.0,0.0,71,4,1
33,Conspiracy: Weapons of Mass Destruction,Conspiracy: Weapons of Mass Destruction,0.0,0.0,1.0,25,2,1
34,GripShift,GripShift,0.0,0.0,0.0,52,5,0
35,Brave: The Search for Spirit Dancer,Brave: The Search for Spirit Dancer,5.06,6.26,7.0,69,10,13
36,Suzuki TT Superbikes: Real Road Racing,Not found on hl2b,0.0,0.0,0.0,0,0,0
37,Dynasty Warriors 5: Xtreme Legends,Dynasty Warriors 5: Xtreme Legends,7.2,24.83,35.0,78,14,9
38,NHRA Championship Drag Racing,NHRA Championship Drag Racing,0.0,0.0,0.0,0,0,0
39,Golden Age of Racing,Golden Age Of Racing,0.0,0.0,0.0,0,0,0
40,Guilty Gear XX Slash,Guilty Gear XX Slash,0.5,0.0,0.0,80,2,1
41,Heroes of the Pacific,Heroes of the Pacific,9.0,9.38,12.41,64,8,5
42,Far Cry Instincts,Far Cry Instincts,11.84,16.1,21.88,65,25,19
43,Indigo Prophecy,Indigo Prophecy / Fahrenheit,8.11,9.12,9.76,71,538,589
44,Suikoden Tactics,Suikoden Tactics,33.48,38.8,54.36,62,28,22
45,Conflict: Global Terror,Conflict: Global Storm,11.46,0.0,33.83,68,5,5
46,Burnout Revenge,Burnout Revenge,16.77,19.8,33.33,82,124,83
47,NBA 2K6,NBA 2K6,1.0,0.0,1.11,54,14,9
48,Ultimate Spider-Man,Ultimate Spider-Man,5.13,8.73,12.15,72,212,145
49,Burnout Legends,Burnout Legends,7.88,12.14,16.81,70,65,58
50,NHL 06,NHL 06,35.0,0.0,0.0,69,7,1
51,Raiden III,Raiden III,0.74,0.78,5.0,66,9,11
52,Evil Dead: Regeneration,Evil Dead: Regeneration,6.09,6.51,7.07,71,26,31
53,Sly 3: Honor Among Thieves,Sly 3: Honor Among Thieves,12.77,14.44,15.15,80,255,190
54,FIFA Soccer 06,FIFA 06,24.12,41.4,65.94,68,32,13
55,Tom Clancy's Rainbow Six: Lockdown,Tom Clancy's Rainbow Six: Lockdown,7.99,8.23,16.11,53,26,23
56,X-Men Legends II: Rise of Apocalypse,X-Men Legends II: Rise of Apocalypse,21.68,22.34,24.34,78,63,38
57,Genji: Dawn of the Samurai,Genji: Dawn of the Samurai,7.03,7.19,7.88,76,53,50
58,Cabela's Outdoor Adventures,Cabela's Outdoor Adventures,4.0,7.0,0.0,53,4,2
59,Sniper Elite,Sniper Elite,12.69,14.98,18.96,63,80,100
60,Naruto: Uzumaki Chronicles,Naruto: Uzumaki Chronicles,10.63,12.08,0.0,59,29,17
61,Total Overdose,Total Overdose,5.37,8.5,13.54,73,88,62
62,The Suffering: Ties That Bind,The Suffering: Ties That Bind,7.14,10.05,11.63,68,38,54
63,Midway Arcade Treasures 3,Midway Arcade Treasures 3,4.98,0.0,0.0,75,2,2
64,Mortal Kombat: Shaolin Monks,Mortal Kombat: Shaolin Monks,6.57,9.51,14.36,78,137,76
65,NHL 2K6,NHL 2K6,1.0,0.0,3.5,77,3,3
66,Samurai Shodown VI,Samurai Shodown VI,0.45,2.6,0.0,75,11,7
67,Marvel Nemesis: Rise of the Imperfects,Marvel Nemesis: Rise of the Imperfects,4.44,6.0,6.38,63,31,18
68,EyeToy: Play 2,EyeToy: Play 2,1.5,5.0,6.5,68,8,6
69,Urban Reign,Urban Reign,7.39,37.29,188.26,76,20,18
70,Legend of Kay,Legend of Kay,12.0,13.48,0.0,71,10,6
71,World Racing 2,World Racing 2,15.9,26.92,27.25,70,4,4
72,Tak: The Great Juju Challenge,Tak: The Great Juju Challenge,3.71,0.0,0.0,57,6,8
73,Viewtiful Joe: Red Hot Rumble,Viewtiful Joe: Red Hot Rumble,6.0,17.0,0.0,62,5,2
74,Animaniacs: The Great Edgar Hunt,Animaniacs: The Great Edgar Hunt,8.17,8.71,10.83,62,12,7
75,"Ed, Edd n Eddy: The Mis-Edventures","Ed, Edd n Eddy: The Mis-Edventures",3.12,4.67,5.55,57,24,23
76,Scooby-Doo! Unmasked,Scooby-Doo! Unmasked,5.58,6.68,8.39,62,29,24
77,Frogger: Helmet Chaos,Frogger: Helmet Chaos,5.85,0.0,0.0,70,3,3
78,Frogger: Ancient Shadow,Frogger: Ancient Shadow,8.0,20.0,0.0,55,4,2
