first_release_date,genres,id,name,platforms,summary,storyline,rating
1559174400,[5],254462,Duck Hunt Remake,[46],A clone of Duck Hunt popular classic NES game for PSVITAPSTV,Missing,Missing
1558483200,Missing,215291,A Night in the Forum,"[48, 165]",A Night in The Forum is an educational environmental narrative game based on scientific reconstructions of Augustan Rome,Missing,Missing
1557792000,"[9, 25, 31]",208251,LEGO DC Super-Villains: Young Justice Level Pack,"[6, 14, 48, 49, 130]",It is now up to you to take the role of members of the Young Justice League and defeat members of the The Light What will the final fate of Aqualad and The Light be Play as Aqualad Artemis Miss Martian Kid Flash and more to find out,Missing,Missing
1558396800,"[13, 31, 32]",201658,Bonfire,"[165, 384, 386]",Youre Scout 817 a member of the not so elite Space Force Youve just crashed your spaceship on a strange planet Your only tools for survival are a fading bonfire a robot and a limited supply of nourishment cylinders And whats that sneaking around out there in the dark alien jungle,Missing,Missing
1558483200,"[5, 12, 25]",198496,Warframe: The Jovian Concord,"[6, 48, 49, 130]",Rumors are circulating of an alliance between Alad V and our most feared enemy  the Sentients Infiltrate the remastered Corpus Gas City on Jupiter drive your blade through Amalgam horrors unlock the power of the Wisp Warframe and shine a light on this sinister Corpus plot,Missing,Missing
1556755200,"[4, 25]",154723,For Honor: Season 10 - Sakura,"[6, 48, 49]",A series of chilling incidents has plagued the Myre and many believe they all began with Sakura an infamous Hitokiri Years ago the Samurai executioner was taskedto sentence a peasant fisherman who had committed an odious crime As Sakura rose her axe to deliver justice she fell into a trance and slaughtered every living soul in the village Many years have passed and yet Kaidan is still rumored to be haunted by Sakuras victims Some unfortunate warriors recently fought in the abandoned village but only a few lived to tell the tale They have seen things most people would not believe,Missing,Missing
1558396800,"[9, 13, 15, 32]",146725,Mega Mall Story 2,"[6, 34, 48, 130]",A business management sim where you can make a mall thats right for you Everythings been expanded since the last game  build bigger build higher Enjoy more freedom and customization than ever Add public transport stations to bring in customers from farther away Visitors can come by bus subway helicopter and even on UFOs Meet new mall visitors bursting with personality I could go for a bowl of ramen and a good book Its a managers job to make sure customers leave satisfied Build stores that will delight your regulars Create enough great stores And you can even attract VIPs New tenants stores exclusive to this title Set up exhibitions a movie theater pool and even an indoor farm Stores come in different shapes and sizes  the combinations are limitless Create combos by placing related stores on the same floor Take advantage of weather and scenery to attract more customers and compete with other stores to be the best mall in town A new challenger steps into the world of business management dreaming of one day running a 5star mall The skys the limit in Mega Mall Story 2 Try searching for Kairosoft to see all of our games,Missing,Missing
1559260800,Missing,140744,Aikano: Yukizora no Triangle,"[6, 48, 130]",The former track and field club member Shun attended school with his childhood friend Shizuri and close friend Koharu However they had just one more year together before they graduate and possibly go their separate ways  Both girls had feelings for him and decided to confess to him on Valentines Day while they still had a chance It so happened that he was asked to meet them at different places at the same time How will he respond to their confessions and what will become of their uneven triangle relationship,Missing,Missing
1557878400,"[5, 31, 32, 33]",138916,Takotan,"[6, 46, 48, 49, 130, 167, 169]",The world has been taken over by an alien invasion On the eve of destruction humanity calls out for help Takotan is a retro shootem up inspired by 16bit classics Save the world from alien invasion by shooting and dodging your way through 8 actionpacked levels with sinister bosses Collect a variety of powerups including lasers bowling balls and ninja stars to take down enemies and defend the planet,Missing,Missing
1558051200,"[11, 13, 15]",138059,Dungeons 3: Famous Last Words,"[3, 6, 14, 48, 49, 130]",The Spirit of the Absolute Evil will run forever  Evil evil everywhere and theres absolutely nothing Good left to conquer No paladins queens nor goddesses could stop the evil armys triumphal march and it will still be a while until the next generation of heroes will be come of age So now its time for the FinallyBoredToDeath Evil to hang up its armour But it wouldnt be Dungeons if it didnt end with the biggest of all bangs  While the Absolute Evil is making an excursion into the asyet unconquered depths of its own nose in Famous Last Words  out of pure boredom obviously  a very heated discussion between Thalya and our beloved narrator erupts Who will emerge victorious when these two luminous figures wrestle it out to become the ultimate warrior on the battlefield of evil Its time to find out,Missing,Missing
