first_release_date,id,name,platforms,genres,storyline,summary,rating
1479168000,42901,Watch Dogs 2: Gold Edition,"[6, 48, 49]","[5, 10, 31]",Following the events of Chicago San Francisco becomes the next city to install the CTOS central Operating System which connects everyone with everything Marcus Holloway an intelligent hacker from Oakland California is punished for a crime he did not commit by the upgraded CTOS 20 system which categorizes him as the suspect Realizing the system covertly brings harm to the innocent citizens of San Francisco he decides to work with the hacking group DedSec to take down the citys CTOS 20 and Blume the company behind it  Marcus joins DedSec and works with fellow hackers Sitara Wrench Horatio and Josh and they begin using their skills to expose corrupt organizations and corporations that are secretly using stolen personal CTOS data for their own personal gain The game begins with Marcuss DedSec initiation test deleting his own CTOS profile from the database Being successful he is accepted into DedSec He is soon alerted about a fake church called New Dawn that serves as a criminal organization Eventually Marcus stumbles upon the existence of Bellwether a data manipulation program being fed CTOS data by Dušan Nemec Blumes CTO to manipulate world finance and politics DedSec later manages to recruit the assistance of oldtime hacker Raymond TBone Kenney who is determined to battle Blume  With his assistance DedSec manage to expose the corruption of the FBI and numerous Silicon Valley corporations such as Nudle Tidis and Galilei and take down the ringleaders of the Tezcas a violent street gang who kidnapped DedSec member Horatio Carlin and killed him after he refused to cooperate with them Learning that Blume is planning to install a satellite network designed to bypass undersea data cables which would effectively give Blume a monopoly on the entire worlds electronic data and stock exchanges they infiltrate the launch area of one of the satellites to install a backdoor In order to bring down Blume and Dušan for good Marcus breaks into Blumes San Francisco headquarters and hacks their servers exposing the existence of Bellwether and Dušans corruption Dušan is arrested for fraud and Blume is put under investigation though DedSec resolve to continue their fight against Blume  In an extended ending scene added in a postrelease patch two unidentified individuals note that more DedSec cells and hacktivist groups have been emerging worldwide in response to the San Francisco Blume scandal and that it is time to put their own plans into motion possibly signaling a third Watch Dogs game,Use hacking as a weapon in the massive  dynamic open world of Watch Dogs 2  In 2016 ctOS 20 an advanced operating system networking city infrastructure was implemented in several US cities to create a safer more efficient metropolis  Play as Marcus Holloway a brilliant young hacker living in the birthplace of the tech revolution the San Francisco Bay Area Team up with Dedsec a notorious group of hackers and expose the hidden dangers of ctOS 20 which in the hands of corrupt corporations is being wrongfully used to monitor and manipulate citizens on a massive scale  With the power of hacking and Dedsec by your side launch the Hack of the Century take down ctOS 20 and give freedom back to whom it belongs the people,Missing
1478217600,42896,Call of Duty: Infinite Warfare - Legacy Edition,"[6, 48, 49]","[5, 31]",Missing,Infinity Ward the awardwinning studio that helped create the blockbuster Call of Duty franchise reaches new heights with Call of Duty Infinite Warfare At its core Infinite Warfare returns to the roots of the franchise where cinematic immersive storytelling takes center stage as told through an unfolding largescale war and epic battles that deliver an authentic Call of Duty experience Delivering a rich and engaging narrative in a setting unlike anything to date in a Call of Duty game the campaign is a return to the franchises gritty military roots throughout new environments never before seen in the franchise The player will embark on a classic war story about grand scale warfare all set in a grounded future where human conflict has spread throughout our solar system,Missing
1480032000,42728,Yomawari: Night Alone - Limited Edition,[46],[31],Missing,A young girl is walking her dog Poro around town at dusk when a tragic accident forces her to return home with only Poros leash in hand The girls sister commands her to stay home while she goes out to search for the dog Time passes Growing impatient the little girl goes out to search for her sister and dog But when she steps out she realizes the town isnt the same The darkness has made it unfamiliar and now she must search for her dog and sister while avoiding spirits who are stalking her  Yomawari is an adventure game where you must explore the streets at night looking for your lost dog and sister while trying to avoid all that lurks in the dark,Missing
1478822400,42678,Valkyrie Drive: Bhikkhuni - Liberator's Edition,[46],[4],Missing,Valkyrie Drive Bhikkhuni is the OUTRAGEOUS new project by the creators of Senran Kagura that combines high octane busty brawling and an awesome aerial based combat system with pleasure based weaponry and destructible clothing This is the cheeky third person action game you have been waiting for ALL your life In the world of Valkyrie Drive a group of girls have been infected with the mysterious Armed Virus When infected the girls either become Extars who transform into high powered weapons when sexually aroused or Liberators who after triggering a transformation have the power to wield the Exters weapon form the Liberator Arms Grinding for new and more powerful weapons will never be tedious again  Exclusive Liberators Edition comes with 8x gorgeous Art Cards a Vita Peach Skin Case The Official Soundtrack The Valkyrie Drive Bhikkhuni Artbook and a High quality Exclusive Presentation Box,Missing
1479945600,41821,Code: Realize - Future Blessings,"[46, 130]","[31, 34]",Missing,The romances continue in a second game of Code Realize series Experience new scenarios taking place after the main story as well as more indepth looks at events that happened in the shadows of Cardias previous adventures Further your relationships with the charming literary figures of the first game Choose to deepen the connection with your previous beau or explore exciting new relationships with gentlemen you bypassed the first time,Missing
1478217600,41625,Call of Duty: Infinite Warfare - Legacy Pro Edition,"[6, 48, 49]","[5, 31]",The Legacy Pro Edition of Call of Duty Infinite Warfare comes in a SteelBook case and includes   Modern Warfare Remastered  Season Pass  The official game soundtrack  Extra digital content in Infinite Warfare,Infinity Ward the awardwinning studio that helped to create the blockbuster Call of Duty franchise reaches new heights with Call of Duty Infinite Warfare At its core Infinite Warfare returns to the roots of the franchise where cinematic immersive storytelling takes centre stage as told through an unfolding largescale war and epic battles that deliver an authentic Call of Duty experience  Packing three unique game modes Campaign Multiplayer and Zombies there is something for every Call of Duty fan Delivering a rich and engaging narrative in a setting unlike anything to date in a Call of Duty game the campaign is a return to the franchises gritty military roots throughout gripping environments never before seen in the franchise,Missing
1478736000,38489,Aragami: Collector's Edition,"[3, 6, 14, 48, 49]","[31, 32]",You are Aragami a vengeful spirit with the power to control the shadows Youve been summoned by Yamiko a girl imprisoned in the city fortress of Kyuryu Embark on a dark journey full of blood and secrets to discover the truth about aragami Infiltrate the occupied city of Kyuryu with your supernatural powers and fight Light with Shadow Uncover a story about twin souls bound together by destiny that surpasses time and memory,Aragami is an actionadventure stealth video game developed and published by Lince Works for Linux Microsoft Windows OS X and PlayStation 4 The game was originally titled Twin Souls The Path of Shadows    The Collectors Edition includes the main game a Digital Artbook and the games Original Soundtrack by Twin Feathers,Missing
1478822400,33762,Rayon Riddles: Rise of the Goblin King,"[6, 48]","[9, 15, 31]",Missing,The Goblins have been displaced and enslaved Its up to you to help them flee from the Orcs and return to their homeland Solve puzzles and escape Orcs Trolls and other creatures on an exciting and funny journey full of surprises,Missing
1479772800,33169,Gary the Gull,"[6, 48]",[31],Missing,Say hi to Gary Gary the Gull is an VR Animated Interactive Short Film where you are part of the story Respond to Garys questions  nodding shaking your head talking  and see how your decisions affect how the story plays out Directed by Mark Walsh of Motional formerly from Pixar and built with the exPixar exBungie team at Limitless,Missing
1479859200,30868,Starry Nights: Helix,"[6, 48]","[5, 32]",Missing,The retrostyle Side Scroller shooting game with vivid storyline depicts fully charactered protagonists love affairs Colorfully themed game stages and variety of bosses infests here,Missing
1478217600,27182,O! My Genesis VR,"[48, 165]",[13],Missing,O My Genesis is made exclusively for VR experience You are the Lord of Everything Whats more as the Creator of the universe you will face bizarre challenges in hostile environments and be tested on your wisdom of conquering these challenges while building civilization,Missing
1480377600,26141,Cities: Skylines - Natural Disasters,"[3, 6, 14, 48, 49, 167, 169]","[13, 15]",Missing,Cities Skylines  Natural Disasters is a DLC for the city simulation game Cities Skylines Natural Disasters features a catalog of catastrophes to challenge mayorplayers everywhere including planning with early warning systems and emergency routes devastating and destructive disaster effects and caring for the populace as they struggle to rebuild The expansion will also update Cities Skylines with a new scenario editor and gameplay mode allowing players to finally win  or lose  the game on their own terms,Missing
1479772800,26097,Alchemic Jousts,"[6, 48, 130]","[9, 15, 32]",Missing, Single and Multiplayer gameplay Play vs AI and advance through the games campaign discovering new Skills and new game modes or challenge a friend with either local or online multiplayer   Strategic combat where your actions and skill of execution matter as much as your choices before the match starts   Over 180 skills and upgrades to discover Combine your known skills to discover new ones and expand your arsenal   Multiple game modes with different objectives that will make you change the way you play as much as the skills you choose Those include Combat Endless King of the Hill Attack Capture   Random Global Effects which change the general rules of each match in subtle or radical ways The varying rules will keep the game play fresh and require you to consider the Skills you use to approach them,Missing
1479772800,26083,Warframe: Valkyr Prime Access Pack,[48],Missing,Missing,Instantly unlock the newest Primes and highly discounted Platinum Prime variants are the most elusive and sought after items by Tenno For a limited time purchase this Pack and gain instant access to Valkyr Prime Venka Prime and more  The Valkyr Prime Access Pack includes  2625 Platinum Highly discounted premium currency  Valkyr Prime A proud fighter unscarred by time or malice  Cernos Prime A noble bow to hunt hellish beasts  Venka Prime Razorsharp claws to slash through your enemies  Exclusive Valkyr Prime Avatars Show your loyalty ingame and in our community with these exclusive profile icons,Missing
1479772800,26082,Warframe: Valkyr Prime Accessories Pack,[48],Missing,Missing,Exclusive Prime gear and discounted Platinum available for a limited time Masterpieces of the Orokin era these rare items are coveted by the Tenno  The Valkyr Prime Accessories Pack includes  1365 Platinum Highly discounted premium currency  Liset Prime Skin Explore the system in the style of the Orokin  Saita Prime Suit A gilded Operator suit  30 Air Support Charges Use this gear to call in support from your Landing Craft  90Day Affinity Booster  90Day Credit Booster,Missing
1479945600,26007,Traveling Stars,[46],"[31, 34]",Missing,Traveling Stars is a Bishoujo Game developed by GN Software and published by Piacci which was released in Japan in 2016,Missing
1479686400,25907,NBA 2KVR Experience,"[6, 48, 165]",[14],Missing,In the NBA 2KVR Experience players will join NBA 2K17 cover athlete and AllStar Paul George as they step onto the court at the Indiana Pacers stadium Bankers Life Fieldhouse Paul George will also provide commentary and guide the player by offering tips to help improve their skills in minigames and features including threepoint shootout a speed and accuracy skills challenge the buzzer beater countdown Players who can earn a variety of Gatorade boosts that will aide their shooting acumen speed recovery and more to help reach the top of the leaderboards,Missing
1479945600,25641,Tom Clancy's Rainbow Six Siege: Operation Red Crow,"[6, 48, 49]","[5, 24]",Missing,In Operation Red Crow two SAT Operators join Team Rainbow to neutralize the threat residing in our new free map Skyscraper This fourth major content update aims to improve game experience offers new customization opportunities and lots more The new map Skyscraper also offers fresh tactical opportunities for groupbased assaults,Missing
1480377600,19592,How We Soar,[48],"[15, 31]",Missing,How We Soar is a VR flight experience that gives you the chance to take up the reins of a beautiful giant Phoenix and explore an enchanting papercraft world  Seated on the back of this mythical creature you will reform rebuild and paint in colour as you soar across the paper environment uncovering the story of the mysterious Author,Missing
1480118400,11519,Net High,[46],"[31, 34]",Missing,Net High is an upcoming internet trolling adventure game by Marvelous The game takes place in a social networking obsessed nearfuture Japan where you play as lowranking guy whos mission is to expose the secrets of supposed riajuu socialites or those who live fulfilling lives Net Highs basic structure can be broken down into four phases introduction investigation ENJ battles aka Flame Wars and the riajuu experience,Missing
1479168000,23954,Assassin's Creed: The Ezio Collection,"[48, 49, 130]","[9, 31]",Live the life of Ezio and learn the ways of the Assassin as he seeks vengeance for the betrayal of his family Travel through 15thcentury Renaissance Italy including the capital Rome and finally onto 16thcentury Constantinople,Make history as the legendary Master Assassin Ezio Auditore da Firenze in Assassins Creed The Ezio Collection which includes the acclaimed singleplayer campaigns and singleplayer addon content no multiplayer content from Assassins Creed II Assassins Creed Brotherhood and Assassins Creed Revelations with enhanced graphics  Live the life of Ezio and learn the ways of the Assassin as he seeks vengeance for the betrayal of his family Travel through 15thcentury Renaissance Italy including the capital Rome and finally onto 16thcentury Constantinople,89.31373734480883
1478822400,11118,Dishonored 2,"[6, 48, 49]","[5, 12, 31]",Dishonored 2 is set 15 years after the Lord Regent has been vanquished and the dreaded Rat Plague has passed into history An otherworldly usurper has seized the throne from Empress Emily Kaldwin leaving the fate of the Isles hanging in the balance As either Emily Kaldwin or Corvo Attano travel beyond the legendary streets of Dunwall to Karnaca a oncedazzling coastal city that holds the key to restoring Emily to power Armed with the mark of the Outsider and powerful new supernatural abilities hunt down your enemies and forever alter the fate of the Empire,Dishonored 2 is a firstperson action video game and the sequel to Dishonored It borrows many of the gameplay elements from the first opus players define their own play style by blending action assassination stealth mobility and combat Combining tools at their disposal players are allowed options to eliminate enemies whether they choose to pursue them unseen or ruthlessly attack head on Dishonored 2 features the same campaign style as its predecessor in which the protagonist must advance through a series of missions,85.40559390043462
1480291200,31302,Drunkn Bar Fight,"[6, 165, 384]","[4, 25, 32, 33]",Missing,VR PARTY GAME The more you drink the stronger you feel And you are going to need it because you will need to fight everyone at the bar,80.0
1479081600,30643,Counter Fight,"[6, 165]","[13, 32]",Missing,Counter Fight is a VR game You can enjoy the ramen shop  You offer a variety of dishes to eccentric customers,80.0
1479859200,27272,Samurai Warriors: Spirit of Sanada,"[6, 9, 46, 48, 130]",[25],Missing,An epic story that delves deeply into the life of Yukimura Sanada From his early days of watching his father Masayuki and determining his goals to his heroic end at the Siege of Ōsaka the entire life of Yukimura Sanada is fully depicted As the dramatic story unfolds Yukimura and company will grow and mature and their appearances will change as well,80.0
1480377600,26292,Pinball FX2 VR,"[6, 49, 165, 384, 385]","[13, 30, 33]",Missing,Creating a brand new way to play pinball that deftly combines the look and feel of digital pinball with the sensation of a realworld experience Pinball FX2 VR is the premiere place for pinball action in VR,80.0
1478044800,25921,Atelier Firis: The Alchemist and the Mysterious Journey,"[6, 46, 48]","[12, 15, 31]",Missing,The second entry in the Mysterious saga follows the adventures of the enthusiastic Firis Mistlud and her loving older sister Liane Mistlud The sisters have lived their entire lives in the isolated town of Ertona where Firis uses her unique ability to see where crystals of materials are buried,80.0
1478563200,25743,Lethal VR,"[6, 48, 165]","[5, 13]",Missing,Lethal VR is an immersive Virtual Reality weapons experience created especially for the HTC Vive by Three Fields Entertainment creators of Burnout BLACK and Dangerous Golf Step into our VR Weapons Range and prepare for your skills to be tested,80.0
1478044800,25118,VR The Diner Duo,"[6, 163, 165]","[13, 32]",Missing,Your goal as a chef is to cook the food your customers want in a very limited amount of time You snooze  you lose  Multiplayer mode is extremely fun Let your partner kid or sibling take the role as a waiter and take orders fetch drinks and pie to your always hungry customers to keep them satisfied The more you communicate  the better  The chef is played in the VRheadset while in multiplayer mode the waiter is played on the same computer with the keyboard or regular control  You are able to customize your character both chef and waiter The more you play the more customization options you will unlock Rewards are waiting for the top chefs,80.0
1479168000,24443,Watch Dogs 2: Deluxe Edition,"[6, 48, 49]","[5, 10, 31]",Missing,Play as Marcus Holloway a brilliant young hacker living in the birthplace of the tech revolution the San Francisco Bay Area Team up with Dedsec a notorious group of hackers to execute the biggest hack in history take down ctOS 20 an invasive operating system being used by criminal masterminds to monitor and manipulate citizens on a massive scale  The Watch Dogs 2 Deluxe Edition includes  Watch Dogs 2 Game  Lithographies  Map of San Francisco  Digital soundtrack  2 personalisation packs,80.0
1479081600,19203,Mekazoo,"[3, 6, 14, 41, 48, 49]","[8, 31, 32]",Missing,Mekazoo is a throwback 2d platformer with vibrant and fully 3d worlds that can be explored and conquered with a kinetically diverse cast of Mekanimals    Use pairs of Mekanimals to swing boost bounce climb and fly through fast and flowy platforming environments  Take on an insectoid army and overcome the many challenges that lie ahead  Defeat Gigantic Mekanimal Bosses to unlock their power  Collect shiny medals sparkling gems and bountiful Mekaballs for wondrous rewards  Explore a variety of lush environments inside and out and discover the secrets of the Mekanasphere,80.0
1479254400,16477,Even the Ocean,"[6, 14, 48, 49, 130]","[8, 12, 31, 32]",Missing,From the creators of Anodyne comes a grand story about Aliph a lowly power plant technician for Whiteforge City who finds her world turned upsidedown after a routine maintenance trip goes awry Now working directly with Whiteforges Mayor Biggs to face an unknown menace Aliph must navigate her newfound power and influence to save the city  Aliphs identities environmental issues and the worlds fate all hang in the balance of Light and Dark energies,80.0
1479168000,11598,Ittle Dew 2,"[3, 6, 14, 48, 49, 130]","[9, 12, 31, 32]",Missing,Float ashore on a strange island Ittle and Tippsie crash onto yet another island filled with loot puzzles and mysterious inhabitants With the help of a magical map they set out to steal eight pieces of a raft from increasingly improbable locations including beaches prairies an art exhibit and some dudes basement  Wield magical weapons Discover four weapons that double as puzzle solving items and upgrade them by finding additional copies Secret artifacts abound in the islands many hidden caves all of which can be found and solved with your starting equipment  Adventure your own way Who needs a map anyway Tackle the first seven dungeons in any order and use your items to open various shortcuts within The craftiest of adventurers have more than one way to open a locked door,80.0
1478217600,24920,Call of Duty: Modern Warfare Remastered,"[6, 48, 49]",[5],Missing,One of the most criticallyacclaimed games in history Call of Duty 4 Modern Warfare is back remastered in true highdefinition featuring enhanced textures rendering highdynamic range lighting and much more to bring a new generation experience to fans,78.90457589473705
1479772800,25081,Darksiders: Warmastered Edition,"[6, 41, 48, 49, 130]","[12, 25, 31]",Apocalyptic Power  Unleash the wrath of War combining brutal attacks and supernatural abilities to decimate all who stand in your way Extreme Arsenal  Wield a devastating arsenal of angelic demonic and Earthly weapons and blaze a trail of destruction atop Ruin Wars fiery phantom steed Epic Quest  Battle across the wastelands and demoninfested dungeons of the decimated Earth in your quest for vengeance and redemption Character Progression  Uncover powerful ancient relics upgrade your weapons unlock new abilities and customize your gameplay style Battle Heaven and Hell  Battle against all who stand in your way  from warweary angelic forces to Hells hideous demon hordes Remaster Edition Features PS4 Xbox One and Wii U versions of Darksiders Wrath of War Native 1080p rendering resolution Doubled all the texture resolutions Rendering improvements and rework Better shadow rendering quality Post processing effects 60 FPS in moment to moment gameplay PS4 Xbox One PC 30 for WiiU,Deceived by the forces of evil into prematurely bringing about the end of the world War  the first Horseman of the Apocalypse  stands accused of breaking the sacred law by inciting a war between Heaven and Hell In the slaughter that ensued the demonic forces defeated the heavenly hosts and laid claim to the Earth  Brought before the sacred Charred Council War is indicted for his crimes and stripped of his powers Dishonored and facing his own death War is given the opportunity to return to Earth to search for the truth and punish those responsible  Hunted by a vengeful group of Angels War must take on the forces of Hell forge uneasy alliances with the very demons he hunts and journey across the ravaged remains of the Earth on his quest for vengeance and vindication,78.3464508716657
1479340800,25964,Icey,"[6, 14, 34, 39, 48, 130]","[4, 12, 15, 25, 31, 32]",Missing,Icey is a 2D sidescrolling action game and a meta game in disguise As you follow the narrators omnipresent voice you will see through Iceys eyes and learn the truth about her world The narrator will constantly urge you in one direction but you must ask Why Why am I following his directions Obey Rebel,77.89894895726255
1479168000,19441,Watch Dogs 2,"[6, 48, 49, 170]","[5, 31]",In 2016 ctOS 20 an advanced operating system networking city infrastructure was implemented in several US cities to create safer more efficient metropolises  Play as Marcus Holloway a brilliant young hacker living in the birthplace of the tech revolution the San Francisco Bay Area Team up with Dedsec a notorious group of hackers and expose the hidden dangers of ctOS 20 which in the hands of corrupt corporations is being wrongfully used to monitor and manipulate citizens on a massive scale  With the power of hacking and Dedsec by your side launch the Hack of the Century take down ctOS 20 and give freedom back to who it belongs to the people,Explore a massive and dynamic open world offering an incredible variety of gameplay possibilities Hack your way through traffic while you engage in dangerous car chases through the winding streets of San Francisco traverse the rooftops of the colorful and vibrant neighborhoods of Oakland and infiltrate the cuttingedge offices of Silicon Valley companies There are many secrets to uncover in the birthplace of the tech revolution,77.35364140364031
1479945600,26009,Penny-Punching Princess,"[46, 130]","[12, 25]",Long ago there was an era when Might meant everything  Monsters threatened humanity Lead by a tyrant who ruled through fear But finally a hero defeared those evil enemies  The law of the natural world was simple and absolute Survival of the fittest  However time inevitably yearns for change And with the Neverending flow of time peoples values will also inevitably change  In this case it was the rise of capitalism  Money is power Money is justice A world where even love can be bought with money  In short an era has come where even a Level 1 pleb can defeat a tyrant as long as they have money,In a world ruled by capitalism cash is king  Use the money you gather to bribe enemies to fight for you activate deadly traps with your dough and when all else fails smash all that stand against you with your fists Fight your way from nothing and amass treasures to take on the mighty Dragoloan Family and reclaim your kingdom,77.0
1480377600,359,Final Fantasy XV,"[6, 48, 49, 130, 165, 170]","[12, 25, 31]",The game takes place in a world similar to modernday Earth The nations of the world once waged war over control of the worlds crystals and all but the nation of Lucis have lost theirs and regressed to medieval societies Noctis Lucis Caelum Crown Prince of the kingdom of Lucishaving gained magical power from a neardeath experienceis driven from his home when the empire of Niflheim invades Lucis on the eve of the final peace negotiations between the two nations Now on the run with his companions Noctis begins to work towards defeating the forces of Niflheim and rescuing the crystal from their control,Play as Noctis the Crown Prince of the Kingdom of Lucis as you seek to reclaim your homeland from the imperial army With your closet friends along for the ride youll travel through the breathtaking world of Eos encountering largerthanlife beasts and unforgiving enemies Face thrilling combat as you learn to master your weaponry and magic skills by channeling the power of your ancestors,76.68310161481395
1478736000,19799,Fate/Extella: The Umbral Star,"[6, 46, 48, 130]","[4, 25]",Missing,FateExtella is an upcoming action video game in the Fatestay night series The game is a singleplayer action game in which the player takes the role of a master who works together with spirits known as servants who fight large numbers of enemies The player can name the master and can decide if they should be male or female There are sixteen playable servants in the game divided into eight classes Saber Archer Lancer Caster Assassin Rider Berserker and Extra Class Different servants have different fighting styles the Saber swordswoman Nero Claudius has powerful sword skills and balanced abilities the Caster magus Tamamo no Mae can use magic skills and the Saber swordswoman Attila uses a violent battle style,76.21794252597178
1479168000,25775,Overcooked!: The Lost Morsel,"[6, 48, 49]","[13, 15, 32]",Missing,The Overcooked Lost Morsel content pack continues the chefs crazy culinary adventure through six new campaign levels featuring challenging new kitchens set in an exotic jungle world a new vehicle to navigate the world map in and six new chef characters to unlock,75.9583159939169
