first_release_date,id,name,platforms,genres,summary,storyline,rating
1308009600,261971,Pool Hall Pro,[38],Missing,Missing,Missing,Missing
1309219200,234794,Dirt 3: Mini Gymkhana Special Pack,"[6, 9, 12]",[10],Mini Gymkhana Special Pack is a DLC for DiRT 3 featuring a Mini Cooper S customized exclusively for Gymkhana events  This DLC was later included into DiRT 3 Complete Edition,Missing,Missing
1308009600,234793,Dirt 3: Power and Glory Car Pack,"[6, 9, 12]",[10],Power and Glory Car Pack is a DLC for DiRT 3 featuring 5 new vehicles each with 5 liveries BMW M3 Lancia Delta S4 Ford Focus ST Scion tC and Chevrolet Camaro SSX Concept  This DLC was later included into DiRT 3 Complete Edition,Missing,Missing
1309219200,234663,Dirt 3: Monte Carlo Track Pack,"[6, 9, 12]","[10, 14]",Monte Carlo Track Pack is a DLC for Dirt 3 featuring a new track with several routes located in the Alps  This DLC was later included into Dirt 3 Complete Edition,Missing,Missing
1307404800,232881,Cohort Chess,[38],"[16, 35]",Cohort Chess is a Board GameMiscellaneous video game published by Cohort Studios released on July 6th 2011 for the PlayStation Portable,Missing,Missing
1308787200,221473,Scared Rider Xechs Stardust Lovers,[8],[34],Fandisc of Scarlet Rider Xechs,Takes place between Track 05 and Track 08 of the original story,Missing
1309392000,221451,Moujuutsukai to Ouji-sama Portable,[38],[34],A port for PSP,Tiana wants to be a great animal tamer like her mother and on the day that she arrives to her new home in Cattleya she comes across four animals that she buys along with a strange brooch  But soon the animals start talking to her telling her that they are actually four princes who were struck with a curse and they need her help,Missing
1308787200,218962,Mother Goose no Himitsu no Yakata,[38],[34],Mother Goose no Himitsu no Yakata was released in 2011  This game has a companion game called Mother Goose no Himitsu no Yakata Blue Label,The protagonist Erika Fleur wakes up one morning and notices that a book on her shelf is glowing brightly The book was a collection of nursery rhymes called Mother Goose and it was given to her by her grandmother when she was small but Erika had forgotten all about it Since its glowing she opens it and suddenly finds herself in a mansion surrounded by five men who introduce themselves as the inhabitants of the book They and the owner of the mansion Mother Goose thought that everyone forgot about them so Erika has to take exams about nursery rhymes in order to return to her world,Missing
1308182400,218513,Kaeru Batake DE Tsukamaete: Natsu Chigira Sansen! Portable,[38],[34],A port of Kaeru Batake DE Tsukamaete Natsu Chigira Sansen for PSP,Missing,Missing
1308614400,210274,Cars 2,"[20, 37, 38]","[10, 31]",Inspired by the animated film Cars 2 lets players jump into the Cars 2 universe with some of their favorite Cars personalities in exotic locations around the globe Continuing the storyline from the upcoming film players can choose to play as Mater and Lightning McQueen as well as some brand new characters as they train in the international training center  CHROME Command Headquarters for Recon Operations and Motorized Espionage to become worldclass spies Theyll take on dangerous missions compete to become the fastest race car in the world or use their spy skills in exciting actionpacked combat racing and battle arenas Players can race against friends and family in either single or multiplayer modes with up to four players to unlock challenging new tracks characters events and thrilling spy missions,Missing,Missing
1308614400,209820,Labyrinth,"[9, 38]",Missing,Missing,Missing,Missing
1308614400,206490,Brick Breaker,"[9, 38, 46]",Missing,Brick Breaker is a Breakout variant consisting of a Classic Mode and a Dual Paddle Mode,Missing,Missing
1306972800,202159,Drums Challenge,[38],Missing,Missing,Missing,Missing
1307577600,178404,Geki Atsu!! Pachige Damashii Vol.2: Evangelion - Shinjitsu no Tsubasa,[9],"[13, 35]",Missing,Missing,Missing
1308182400,141877,Steins;Gate Double Pack,"[9, 12, 46]",[34],An accidentally made time machine is going to start the third world war But before most people are killed the two ladies closest to Rintaro might be meeting their deaths When Rintaro and Mayuri go to a conference they stumble upon the body of Kurisu Alarmed Rintaro sent a mail back to his friend  However he has no idea that the mail reached the past and time is changed Kurisu is alive in this timeline and from her he learned of a group called SERN SERN will do anything to gain control of the time machine To thwart them Rintaro has to travel back time repeatedly and lie to a lot of people  Because if he doesnt the girls hes closest to are going to die again and this time no time machines are going to help them,Missing,Missing
