first_release_date,genres,id,name,platforms,summary,storyline,rating
1650240000,[31],256405,Century: Age of Ashes - Colossus Deluxe Pack,"[6, 48]",Unleash bestial power with a loaded heap of rewards The high quality items included in this bestvalue pack will make your enemies shiver  This pack includes all the content of the Mighty Beast Pack  Dark Goliath Pack with extra rewards  Full content An Adventurer Pack Code to gift a friend 1 Dragon Windguard Epic 1 Dragon Marauder Epic 1 Dragon Phantom Legendary 3 Legendary Weapons 3 Legendary Helmets 2 Epic Shields 1 Rare Shield 3500 Gems A 30day XP Booster 3 Legendary Banners 3 Legendary Titles 3 Legendary Player Icons 3 Legendary Backgrounds,Missing,Missing
1651190400,[4],254515,Guilty Gear: Strive - Another Story,"[6, 48, 49, 167, 169]",This story expansion is exclusive to Season Pass 1  Another Story provides the player a full look behind the curtain from another perspective featuring appearances from many characters who did not show up during the main story including Ramlethal May and Baiken,While the incident in America triggered by Asuka R Kreutzs surrender unfolds  Special Brigade Commander Ramlethal Valentine heads to the outskirts of Illyria after receiving report of an emergency  There she finds a girl who closely resembles Bedman who once worked with the Universal Will against mankind,Missing
1650326400,Missing,234923,Generation Zero: Base Support Pack,"[6, 48, 49]",As you continue to successfully fend off countless machine attacks the Resistance has once again been inspired to create new structures and decorations to upgrade your base with Whether you decide to fortify your base or simply add a personal touch to it is up to you but with this pack you should be ready to face anything,Missing,Missing
1649721600,"[9, 33]",234267,HiQ Ace Deluxe,[48],Deluxe edition contains all 192 previously released levels  In the puzzle race become the HiQ Ace Enjoy the high quality classic jigsaw puzzle game with the arcade twist Master your mind and sharpen your eyes to be the jigsaw puzzle master  the HiQ Ace Unlock two additional game modes In Relax Mode there are only puzzle pieces and you If you seek more challenge then pick the Expert mode Discover dozens of beautiful high definition puzzle boards Play fast to unlock the powerups and beat the clock,Missing,Missing
1650499200,"[5, 12, 13, 31]",222932,Chernobylite: Season 1 - Blue Flames,"[6, 48, 49, 167, 169]",Expand your weapon arsenal with a craftable highlycustomizable tactical crossbow and master the stealth exploration of the Chernobyl Exclusion Zone Discover more memories of Tatyana and Igor with photos hidden in the area  each picture will display a short animation and play voices revealing a piece of the past,Missing,Missing
1650326400,"[12, 31]",222819,Assassin's Creed Valhalla: Title Update 1.5.1,"[6, 48, 49, 167, 169, 170]",This update comes with bug fixes and patches as well as the Mastery Challenge Pack 2 the annual Ostara Festival and more,Missing,Missing
1649721600,[12],221548,Final Fantasy XIV: Newfound Adventure,"[6, 48, 167]",Patch 61 follows the Warrior of Lights first steps on a new journey after claiming victory in the battle for the fate of the star This patch also features the first installment in the new alliance raid series Myths of the Realm which delves into the mysteries surrounding the Twelve A host of other additions includes the new Crystalline Conflict PvP content the Duty Support system and more,With despair silenced and hope restored the Scions of the Seventh Dawn step back into the shadows their stars hero to don the mantle of simple adventurer once more Eager heart never idle tis not long before the Warrior of Light hearkens unto journeys call,Missing
1649808000,[31],221535,No Man's Sky: Outlaws,"[6, 48, 49]",Become an interstellar rebel in Update 385 Outlaws Introducing outlaw systems the ability to recruit your own squadron of pilots improved space combat a stunning Solar Sail Starship and much more,Missing,Missing
1650153600,Missing,215123,Lent: The Easter Bunny - Lent's Adventure: Story One,[48],Missing,Missing,Missing
1649980800,[33],208499,Easter Candy Run,"[48, 167]",Easter Candy Run is a Runner style arcade game where the user leaps and dashes through obstacles to get to the finish line Play and survive through 12 levels as you complete your quest as a Blue Bunny,Missing,Missing
