first_release_date,id,name,platforms,summary,genres,storyline,rating
1415664000,271158,DC Universe Online: Episode 12 - War of the Light Part II,"[6, 9, 48]",The twelfth episode War of the Light Part II was released on November 11 2014 for players who had an active subscription and November 18 2014 for players who did not have an active subscription The episode revolved around continuing the story first started in War of the Light Part I and the battle between the Lantern Corps Some of the key features of this episode include one Tier 6 Challenge in Spark of Parallax one Tier 6 Duo in Spark of Ion one Tier 6 Alert in Zamaron Conversion Chamber two Tier 6 4Player Operations in Avarice Impurity and Rage Impurity one Tier 6 8Player Operation in Love and War and featured a return to the Downtown Metropolis Battlezone location,Missing,Missing,Missing
1416528000,268862,WWE 2K15: Showcase Season Pass,"[9, 12, 48, 49]",The 2K Showcase Season Pass brings you more action and excitement from WWE 2K15s allnew 2K Showcase Mode Save over 20 on three 2K Showcase AddOn Packs and receive the Exclusive Character Paige 2K Showcase lets you relive groundbreaking rivalries and matches in this allnew single player campaign told through your gameplay and historic WWE footage,"[13, 14]",Missing,Missing
1414972800,261088,Call of Duty: Advanced Warfare - Day Zero Edition,"[6, 9, 12, 48, 49]",This Day Zero Edition features two custom weapons the AK12G Assault Rifle and CrossbowB2 Finally the Day Zero Edition also includes the Advanced Arsenal Bullet Brass exoskeleton and EM1 Quantum directed energy weapon Play before the rest of the world with the Call of Duty Advanced Warfare  Day Zero Edition,[5],Missing,Missing
1415664000,230498,Assassin's Creed: Unity - Bastille Edition,"[6, 48, 49]",Paris 1789 The French Revolution turns a oncemagnificent city into a place of terror and chaos Its cobblestoned streets run red with the blood of commoners who dare to rise up against an oppressive aristocracy Yet as the nation tears itself apart a young man named Arno will embark upon an extraordinary journey to expose the true powers behind the Revolution His pursuit will throw him into the middle of a ruthless struggle for the fate of a nation and transform him into a true Master Assassin  The Bastille Edition contains a steelbook case an artbook an envelope with two lithographs soundtrack cd and bonus missions The Chemical Revolution and The American Prisoner,"[12, 31]",Missing,Missing
1415664000,222679,Assassin's Creed Unity: The Chemical Revolution,"[6, 48, 49]",In this extra mission help Lavoisier considered to be the Father of Modern Chemistry to escape from his kidnappers and recover his poison bomb formula,[31],Missing,Missing
1416355200,201818,Tiny Troopers Joint Ops: Zombie Edition,[48],Tiny Troopers Joint Ops Zombie Edition includes the base game plus Extra content PS4 Exclusive Zombie Campaign Beware  you will be faced with a multitude of brain thirsty Zombies includingChickens Over 50 actionpacked minimaps of mayhem Recruit specialist mercenaries such as Machine Gunners Medics and the Elite Delta Force to subdue enemy insurgents,"[5, 33]",Missing,Missing
1415664000,186629,Borderlands: The Pre-Sequel - Handsome Jack Doppelganger,"[6, 9, 12]",Play as the crazy and irresistible tyranttobe  or at least his double With the Beau Jack Double pack use your charms and quite simply your good looks to achieve your ends with your enemies Or put them where they belong with your inimitable jokes Or kill them It works well too,"[5, 12]",Missing,Missing
1417305600,146944,The Ramen Sensei,"[6, 34, 39, 48, 130]",Build your ramen rep by fashioning the ultimate bowl from a vast assortment of noodles soup and toppings From roast pork to miso mackerel and morethe only limit is your imagination meaning youll need to use your noodle to nail the right recipes and bring hungry customers in by the crowd Enter contests and see how you size up against rivals thus cementing your standing as superlative sensei of the savory Succeedand one day you might even have your own ramen theme park Try searching for Kairosoft to see all of our games,"[9, 12, 13, 15, 32]",Missing,Missing
1416355200,144181,Monster Hunter Frontier G6,"[6, 9, 12, 41, 46]",Season 6 of Monster Hunter Frontier G series,[25],Missing,Missing
1417046400,143445,Ooedo Blacksmith,[46],Missing,Missing,Missing,Missing
1415664000,136262,Assassin's Creed: Unity - Limited Edition,"[6, 48, 49]",The Limited Edition release of Assassins Creed Unity includes the base game and a code to download the Chemical Revolution mission which isnt available as standalone DLC  Paris 1789 The French Revolution turns a oncemagnificent city into a place of terror and chaos Its cobblestone streets run red with the blood of commoners who dared to rise up against the oppressive aristocracy As the nation tears itself apart a young man named Arno will embark on an extraordinary journey to expose the true powers behind the Revolution His pursuit will throw him into the middle of a ruthless struggle for the fate of a nation and transform him into a true Master Assassin  Introducing Assassins Creed Unity the nextgen evolution of the blockbuster franchise powered by an allnew game engine From the storming of the Bastille to the execution of King Louis XVI experience the French Revolution as never before and help the people of France carve an entirely new destiny,[31],Missing,Missing
1415145600,121039,Blade Arcus from Shining,"[9, 48, 52]",Blade Arcus from Shining EX is said to have a very dense story that revolves around the two protagonists Ryuga and Pairon  The actual combat and gameplay during battles utilizes tagbased mechanics where a player selects a primary character as well as a secondary character Players can only switch between the two different characters during rounds but can also call on their partner for help using Link Attacks,[4],Missing,Missing
1415059200,102718,Call of Duty: Advanced Warfare - Atlas Pro Edition,"[48, 49]",Prepare for battle like never before with this Atlas Pro Edition which is loaded with an arsenal of physical and digital content to equip you for this new age of warfare Lock and load for combat with the Atlas digital content pack that includes the Bal27 AE Assault Rifle and Atlas 45 AE Pistol Atlas exoskeleton helmet and player card five bonus supply drops and a singleplayer exoskeleton upgrade token Enhance your multiplayer gameplay right out of the gate with the Call of Duty Advanced Warfare Season Pass which features four additional actionpacked DLC map packs Return to the fanfavorite Call of Duty 4 Modern Warfare map Pipeline that has been reenvisioned in the Atlas Gorge bonus multiplayer map where youre exploring and navigating the shadows of the Three Gorges Dam in central China Make sure youre fully equipped to become a tierone Advanced Soldier with the Atlas Corporation with the Welcome to Atlas Advanced Soldier Manual which provides necessary intel and historical and tactical information to boost your potential in the field and features original concept artwork from Sledgehammer Games Store and display your copy of the game in the collectible SteelBook and kick back with the official Call of Duty Advanced Warfare soundtrack The future of war is upon you  are you ready to play your part,[5],Missing,Missing
1416873600,99802,Jetpack Joyride Deluxe,"[9, 46]",Join Barry Steakfries as he breaks in to a secret laboratory to commandeer the experimental jetpacks from the clutches of science evildoers Some functions and features may not be available on PlayStation TV,[33],Missing,Missing
1416441600,99786,Arcade Archives: Terra Cresta,"[48, 130]",Arcade Archives Terra Cresta is a port of the shooting game Terra Cresta Players recapture parts that have been left in the ground to intercept the enemy in the formation attack To aim the space devil Mandora,"[5, 33]",Missing,Missing
1415923200,98653,Los 40 Principales: Karaoke Party,"[5, 9]",Missing,Missing,Missing,Missing
1415059200,95064,World of Warriors,"[34, 39, 48]",Historys toughest warriors find themselves summoned to a land beyond our own In this mysterious kingdom known as the Wildlands the only way to survive is to fight,Missing,Missing,Missing
1416873600,95009,Tales from the Borderlands: Episode 1 - Zer0 Sum,"[6, 9, 12, 14, 48, 49]",A new episodic adventure set in the badlands of Pandora This collaborative brain child is set after the events of Borderlands 2 and is a part of the franchise official lore,"[2, 31]",The game opens in medias res a stranger kidnaps Rhys and Fiona and forces them to tell their shared story of the Gortys Project Rhys a Hyperion employee on the space station Helios is demoted by Hugo Vasquez Overhearing that Vasquez is purchasing a Vault Key from August Rhys and Vaughn take a stolen briefcase of money to Pandora to buy it first However Rhys Vaughn and August discover the Key is a fake created by con artists Fiona and Sasha and their mentor Felix The money is stolen by Bossanova and Rhys Vaughn Fiona Sasha and Felix form a reluctant alliance to recover it Rhys installs a Hyperion ID chip he retrieved from the dead body of Professor Nakayama into his cybernetics hoping it will help locate the briefcase he loses consciousness but nothing else happens Ultimately they locate the money near a secret Atlas facility and Felix takes it for himself He triggers the briefcases explosive lock either dying or escaping depending on Fionas choice The others discover the Gortys core inside a secret chamber in the Atlas base A hologram of Handsome Jack appears to Rhys and announces they have found the Gortys Project which will lead them to a Vault,Missing
1416873600,90501,Aqua Kitty: Milk Mine Defender DX,"[46, 48]",Due to a sudden shortage of milk cats around the world are forced to seek out new sources to get their fix,"[5, 33]",Missing,Missing
1417046400,86186,Nisekoi Yomeiri!?,[46],Missing,[34],Missing,Missing
1417046400,83454,Ginsei Igo: Next Generation,[46],Vita version of Silver Stars go simulator,[35],Missing,Missing
1417046400,77865,Simple Series G4U Vol. 1: The Mahjong,[48],Missing,Missing,Missing,Missing
1416268800,77010,Monopoly Family Fun Pack,"[48, 49]",A new era of Monopoly for home consoles The Monopoly Family Fun Pack gathers the 3 Monopoly Games   Monopoly PLU the classic Monopoly with a 3D animated board  My Monopoly to create your very own board  Monopoly Deal a fastpaced and addictive Monopoly cardgame  Enjoy the classic Monopoly in new fun ways with your friends and people all around the world,"[15, 26, 35]",Missing,Missing
1416268800,69346,Monopoly Deal,"[9, 12, 48, 49]",A card based version of Monopoly,"[16, 35]",Missing,Missing
1415836800,61943,Marginal #4: Idol of Supernova,[46],I want to see the shooting stars that fall onto the stage  Thats the dream of the manager of the agency These four individualistic new idols were grouped for this purpose Named MARGINAL 4 they aim to debut as in idol group  Wild and selfassured the confident Kirihara Atom has talent but is hard to handle Even though he looks feminine and gentle Aiba Rui leaves a somewhat a cold impression Twins that are splitting images of each other but exude differing auras Nomura L is showy very confident and is the younger twin In contrast Nomura R acts like hes hiding behind his younger brothers shadow  Then theres MARGINAL 4s seniors LAGRANGE POINT Though stoic with goals to reach the top Mikishima Shy is a little proud On one hand Himuro Kira is cheerful and good at taking care of others but on the other he has a crude side to him  Those two as well were grouped together with the same goal of showering stars and aim for the big stage  The one who holds the key to allow them to truly shine is their manager and protagonist Kataoka Yue How will she guide the scattered individuals of the group,"[7, 34]",I want to see the shooting stars that fall onto the stage  Thats the dream of the manager of the agency These four individualistic new idols were grouped for this purpose Named MARGINAL 4 they aim to debut as in idol group  Wild and selfassured the confident Kirihara Atom has talent but is hard to handle Even though he looks feminine and gentle Aiba Rui leaves a somewhat a cold impression Twins that are splitting images of each other but exude differing auras Nomura L is showy very confident and is the younger twin In contrast Nomura R acts like hes hiding behind his younger brothers shadow  Then theres MARGINAL 4s seniors LAGRANGE POINT Though stoic with goals to reach the top Mikishima Shy is a little proud On one hand Himuro Kira is cheerful and good at taking care of others but on the other he has a crude side to him  Those two as well were grouped together with the same goal of showering stars and aim for the big stage  The one who holds the key to allow them to truly shine is their manager and protagonist Kataoka Yue How will she guide the scattered individuals of the group,Missing
1416441600,61940,Senjou no Waltz,"[46, 130]",Senjou no Waltz tells the story of village girl Ran who obtained massive power from a cursed magic sword after losing her parents and hometown She ended up at an ultranationalistic military school known as Nirvana It was a unique school a country in its own right gathering boys and girls that excelled in combat,"[31, 34]",One day a girl suddenly had everything stolen from her Her hometown her parents and in exchange she obtained power  She took hold of a sword holding massive power in order to protect herself and those she cares about the cursed magic sword  The girl who now possessed a power that could shake the nation had no choice but to live on the battlefield She ended up at an ultranationalistic military school known as Nirvana It was a unique school a country in its own right gathering boys and girls that excelled in combat  It is here the girl meets many different people and begins to forge deep bonds And also begins discovering where she belongs a place in the world that she was sure she had lost  This is that girls story of her and the talking magic sword,Missing
1416441600,61663,M3 Sono Kuroki Hagane: Mission Memento Mori,"[46, 48]",Missing,[31],Missing,Missing
1416873600,60826,Speakeasy,[48],A fast paced 1920s themed fighting game with 10 second rounds and a three button control scheme,[4],Missing,Missing
1416441600,59101,Mermaid Gothic,[38],Mermaid Gothic was released in 2014 for the PSP,[34],Miletis the country at the bottom of the ocean in which the merfolk live It was once a beautiful blue but now it is as black as a wicked darkness  The protagonist is a mermaid princess When she was a child she committed the crime of saving a humans life As a result she is incarcerated in a tower  The months turned to ten years It was then that her father the king of the merfolk issued an order in exchange for her to be free  Kill Basil Adelworth the prince of Armelia a human nation  To carry out the deed in order to atone for her crime and be free Or to refuse to dirty her hands and resign herself to live the rest of her life within the tower  The mermaid leaves the ocean to steal the life of the one she had saved previously,Missing
1416268800,53019,Far Cry 4: Gold Edition,"[6, 48, 49]",The Far Cry 4 Gold Edition includes the Limited Edition  The season pass It is designed for any fan and new comer who want the most complete game experience on Far Cry 4,"[5, 24, 31]",Missing,Missing
1415318400,52939,The Muppets Movie Adventures,[46],Join Kermit the Frog Miss Piggy The Great Gonzo Animal and more of the Muppets as the zany gang bring their unique blend of laughs chaos and adventure to the Hollywood stage,Missing,Missing,Missing
1415145600,52911,The Hungry Horde,[46],The Hungry Horde is a zombie themed topdown action game,Missing,Missing,Missing
1416268800,51531,Far Cry 4: Steelbook Edition,"[6, 9, 12, 48, 49]",The SteelBook Edition of Far Cry 4 includes   Far Cry 4 SteelBook  Map of Kryat  Propaganda poster,"[5, 24, 31]",Missing,Missing
